,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
70,70,Maurice,Drew,2008,Jacksonville,RB,23.0,Maurice Jones-Drew,57.43478260869565,42.08695652173913,417.0869565217391,0.6956521739130435,73.22173913043478,166.65217391304347,828.1739130434783,10.391304347826088,1.6521739130434785,3.0,280.9,25.7,20.2,350.4,49.38
71,71,Frank,Gore,2009,San Francisco,RB,26.0,Frank Gore,67.04651162790698,46.48837209302326,394.9767441860465,1.6511627906976745,69.24651162790698,246.9767441860465,1059.0232558139537,5.651162790697675,5.3023255813953485,5.0,278.6,21.2,23.8,311.1,58.69
72,72,Michael,Turner,2008,Atlanta,RB,26.0,Michael Turner,5.844444444444444,3.7111111111111112,24.95555555555556,0.0,69.49333333333333,73.6,369.73333333333335,1.288888888888889,0.7111111111111111,5.0,278.0,16.2,25.9,300.8,60.99
73,73,Mark,Ingram,2017,New Orleans,RB,28.0,Mark Ingram,58.54545454545455,47.09090909090909,342.45454545454544,2.909090909090909,80.39090909090909,194.3636363636364,968.2727272727273,6.0,2.0,7.0,278.0,29.3,28.4,426.0,63.44
74,74,LaDainian,Tomlinson,2008,LA Chargers,RB,29.0,LaDainian Tomlinson,84.0,58.66666666666666,486.0,3.0,69.86666666666666,326.0,1587.6666666666667,19.33333333333333,0.6666666666666666,8.0,277.6,24.7,17.6,321.9,50.78
75,75,James,White,2018,New England,RB,26.0,James White,77.0909090909091,57.45454545454545,473.3636363636364,3.727272727272727,74.89090909090909,41.54545454545455,169.1818181818182,0.0,0.0,5.0,276.6,28.9,19.5,405.4,59.78
76,76,Ray,Rice,2010,Baltimore,RB,23.0,Ray Rice,84.24444444444444,65.0,578.0666666666667,0.7111111111111111,77.05555555555556,211.53333333333333,1083.3333333333333,4.977777777777778,2.422222222222222,3.0,276.6,23.7,16.4,342.1,52.34
77,77,James,Conner,2018,Pittsburgh,RB,23.0,James Conner,1.0,0.0,0.0,0.0,0.0,32.0,144.0,0.0,0.0,2.0,276.0,26.4,20.8,387.8,59.7
78,78,Adrian,Peterson,2010,Minnesota,RB,25.0,Adrian Peterson,51.0,35.666666666666664,332.3333333333333,0.0,68.2,330.3333333333333,1508.6666666666667,15.333333333333334,7.666666666666667,4.0,275.9,29.6,19.2,381.8,55.18
79,79,Thomas,Jones,2008,NY Jets,RB,30.0,Thomas Jones,38.333333333333336,30.666666666666668,196.0,0.6666666666666666,80.46666666666667,305.3333333333333,1149.3333333333333,2.6666666666666665,1.6666666666666667,9.0,275.9,16.8,22.2,294.7,55.89
