,Unnamed: 0,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints,TeamPPG,teamOPPG,TeamYPG,TeamPassPct
506,506,Fred,Davis,2010,Washington,TE,24.0,Fred Davis,59.11627906976744,36.48837209302326,385.6976744186047,4.465116279069767,54.70697674418605,0.2558139534883721,-0.7674418604651163,0.0,0.0,3.0,70.6,16.6,21.0,312.5,59.69
507,507,Owen,Daniels,2013,Houston,TE,31.0,Owen Daniels,97.66666666666669,59.333333333333336,703.0,5.0,60.9,0.0,0.0,0.0,0.0,8.0,67.2,25.7,21.4,377.7,54.11
508,508,Darren,Fells,2015,Arizona,TE,29.0,Darren Fells,12.0,5.0,71.0,0.0,41.7,0.0,0.0,0.0,0.0,2.0,70.1,19.2,19.2,305.5,60.38
509,509,Daniel,Graham,2009,Denver,TE,31.0,Daniel Graham,44.57446808510638,29.4468085106383,343.3617021276596,3.3617021276595747,66.77659574468085,0.0,0.0,0.0,0.0,8.0,62.9,23.1,28.0,395.6,62.02
510,510,Hubert,Walker,2010,San Francisco,TE,26.0,Delanie Walker,27.574468085106385,17.48936170212766,208.10638297872345,0.3191489361702128,63.248936170212765,2.680851063829788,19.0,0.0,2.0,5.0,61.9,20.6,17.6,290.8,60.49
511,511,Josh,Hill,2019,New Orleans,TE,29.0,Josh Hill,23.33333333333333,16.0,165.0,1.0,68.7,0.3333333333333333,-2.6666666666666665,0.0,0.6666666666666666,7.0,65.6,30.4,21.8,376.5,54.32
512,512,Courtney,Anderson,2006,Las Vegas,TE,26.0,Courtney Anderson,41.43243243243244,21.324324324324323,271.86486486486484,2.5135135135135136,52.894594594594594,0.0,0.0,0.0,0.7567567567567568,3.0,65.5,18.1,23.9,310.3,63.69
513,513,Visanthe,Shiancoe,2007,Minnesota,TE,27.0,Visanthe Shiancoe,15.0,10.666666666666666,84.33333333333333,0.0,72.83333333333333,0.0,0.0,0.0,0.6666666666666666,5.0,63.3,17.6,20.4,308.9,56.88
514,514,Dante,Rosario,2010,Carolina,TE,26.0,Dante Rosario,41.81818181818182,23.09090909090909,275.1818181818182,1.6363636363636365,55.618181818181824,0.0,0.0,0.0,0.0,4.0,58.2,19.7,19.3,331.1,48.68
515,515,C.J.,Uzomah,2019,Cincinnati,TE,26.0,C.J. Uzomah,49.08695652173913,32.95652173913044,333.39130434782606,2.391304347826087,67.04782608695653,0.0,0.0,0.0,0.0,5.0,63.2,23.0,28.4,310.8,61.73
516,516,Stephen,Anderson,2017,Houston,TE,24.0,Stephen Anderson,16.0,11.0,93.0,1.0,68.8,0.0,0.0,0.0,0.0,2.0,65.2,17.9,20.9,312.7,56.63
517,517,Joel,Dreessen,2009,Houston,TE,27.0,Joel Dreessen,13.822222222222225,8.977777777777778,70.64444444444445,0.5777777777777777,65.27777777777777,0.0,0.0,0.0,0.7111111111111111,4.0,64.0,22.9,24.6,382.1,57.61
518,518,Ladarius,Green,2013,LA Chargers,TE,23.0,Ladarius Green,4.0,4.0,56.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,72.6,21.9,21.9,297.3,58.4
519,519,Tyler,Higbee,2018,LA Rams,TE,25.0,Tyler Higbee,39.66666666666666,20.33333333333333,225.0,1.0,49.7,0.0,0.0,0.0,0.0,3.0,65.2,28.9,20.9,361.5,55.83
520,520,Jerramy,Stevens,2006,Seattle,TE,27.0,Jerramy Stevens,61.0,40.333333333333336,485.6666666666667,4.333333333333333,66.13333333333334,0.0,0.0,0.0,0.0,5.0,67.1,27.2,16.6,370.4,49.23
521,521,Vernon,Davis,2014,San Francisco,TE,30.0,Vernon Davis,76.0,48.17391304347826,744.9565217391304,10.217391304347826,63.74347826086956,0.0,0.0,0.0,0.6521739130434783,9.0,62.9,24.7,17.1,325.5,47.77
