,First,Last,Year,Tm,Pos,Age,FantasyPoints,Player
198,Tony,Scheffler,2009,DEN,TE,26.0,84.6,Tony Scheffler
208,Bo,Scaife,2009,TEN,TE,28.0,93.0,Bo Scaife
213,Will,Heller,2009,DET,TE,28.0,76.6,Will Heller
217,Anthony,Fasano,2009,MIA,TE,25.0,74.9,Anthony Fasano
222,Chris,Cooley,2009,WAS,TE,27.0,74.2,Chris Cooley
223,Daniel,Fells,2009,STL,TE,26.0,64.3,Daniel Fells
231,Dante,Rosario,2009,CAR,TE,25.0,69.3,Dante Rosario
240,Randy,McMichael,2009,STL,TE,30.0,73.2,Randy McMichael
244,Joel,Dreessen,2009,HOU,TE,27.0,64.0,Joel Dreessen
245,J.P.,Foschi,2009,CIN,TE,27.0,63.0,J.P. Foschi
246,Jeff,King,2009,CAR,TE,26.0,63.0,Jeff King
253,Daniel,Graham,2009,DEN,TE,31.0,62.9,Daniel Graham
254,Spencer,Havner,2009,GNB,TE,26.0,42.2,Spencer Havner
260,Zach,Miller,2009,JAX,TE,25.0,54.5,Zach Miller
262,Donald,Lee,2009,GNB,TE,29.0,69.0,Donald Lee
270,Alge,Crumpler,2009,TEN,TE,32.0,53.2,Alge Crumpler
271,Joey,Haynos,2009,MIA,TE,25.0,47.2,Joey Haynos
273,Desmond,Clark,2009,CHI,TE,32.0,45.5,Desmond Clark
276,Ben,Patrick,2009,ARI,TE,25.0,38.6,Ben Patrick
277,Delanie,Walker,2009,SFO,TE,25.0,43.7,Delanie Walker
278,Chris,Baker,2009,NWE,TE,30.0,40.2,Chris Baker
280,Kellen,Davis,2009,CHI,TE,24.0,34.5,Kellen Davis
282,Sean,Ryan,2009,KAN,TE,29.0,39.5,Sean Ryan
289,Gary,Barnidge,2009,CAR,TE,24.0,36.2,Gary Barnidge
291,Justin,Peelle,2009,ATL,TE,30.0,35.5,Justin Peelle
293,Leonard,Pope,2009,KAN,TE,26.0,43.4,Leonard Pope
298,Shawn,Nelson,2009,BUF,TE,24.0,36.6,Shawn Nelson
306,Robert,Royal,2009,CLE,TE,30.0,30.4,Robert Royal
307,Jerramy,Stevens,2009,TAM,TE,30.0,34.0,Jerramy Stevens
311,Todd,Yoder,2009,WAS,TE,31.0,22.9,Todd Yoder
313,Jeff,Dugan,2009,MIN,TE,28.0,23.9,Jeff Dugan
320,Ernest,Wilford,2009,JAX,TE,30.0,29.3,Ernest Wilford
327,Martellus,Bennett,2009,DAL,TE,22.0,30.9,Martellus Bennett
330,Evan,Moore,2009,CLE,TE,24.0,27.8,Evan Moore
333,Daniel,Coats,2009,CIN,TE,25.0,29.0,Daniel Coats
343,Steve,Heiden,2009,CLE,TE,33.0,21.3,Steve Heiden
349,Anthony,Becht,2009,ARI,TE,32.0,17.1,Anthony Becht
350,Brad,Cottam,2009,KAN,TE,25.0,21.0,Brad Cottam
360,Tom,Santi,2009,IND,TE,24.0,16.7,Tom Santi
367,Derek,Schouman,2009,BUF,TE,24.0,19.3,Derek Schouman
369,Billy,Bajema,2009,STL,TE,27.0,17.4,Billy Bajema
373,Kory,Sperry,2009,MIA,TE,24.0,12.1,Kory Sperry
376,Kris,Wilson,2009,SDG,TE,28.0,12.8,Kris Wilson
378,Darnell,Dinkins,2009,NOR,TE,32.0,13.2,Darnell Dinkins
385,Tony,Stewart,2009,OAK,TE,30.0,17.8,Tony Stewart
388,Jared,Cook,2009,TEN,TE,22.0,16.4,Jared Cook
391,Jim,Kleinsasser,2009,MIN,TE,32.0,17.0,Jim Kleinsasser
394,Travis,Beckum,2009,NYG,TE,22.0,13.5,Travis Beckum
395,James,Casey,2009,HOU,TE,25.0,12.4,James Casey
401,Derek,Fine,2009,BUF,TE,26.0,15.4,Derek Fine
403,Ben,Hartsock,2009,NYJ,TE,29.0,7.2,Ben Hartsock
406,John,Phillips,2009,DAL,TE,22.0,13.2,John Phillips
412,Greg,Estandia,2009,2TM,TE,27.0,8.5,Greg Estandia
427,Stephen,Spach,2009,ARI,TE,27.0,7.8,Stephen Spach
428,Jonathan,Stupar,2009,BUF,TE,25.0,10.0,Jonathan Stupar
429,Jacob,Tamme,2009,IND,TE,24.0,6.5,Jacob Tamme
433,Darcy,Johnson,2009,NYG,TE,26.0,8.2,Darcy Johnson
440,L.J.,Smith,2009,BAL,TE,29.0,5.1,L.J. Smith
449,John,Gilmore,2009,TAM,TE,30.0,5.3,John Gilmore
454,Brandon,Myers,2009,OAK,TE,24.0,5.9,Brandon Myers
457,John,Owens,2009,SEA,TE,29.0,4.6,John Owens
469,Anthony,Hill,2009,HOU,TE,24.0,1.9,Anthony Hill
470,Tory,Humphrey,2009,NOR,TE,26.0,1.7,Tory Humphrey
471,David,Johnson,2009,PIT,TE,22.0,2.9,David Johnson
474,Edgar,Jones,2009,BAL,TE,25.0,1.8,Edgar Jones
477,Joe,Klopfenstein,2009,BUF,TE,26.0,2.1,Joe Klopfenstein
482,Jake,O'Connell,2009,KAN,TE,24.0,2.7,Jake O'Connell
483,Bear,Pascoe,2009,NYG,TE,23.0,1.9,Bear Pascoe
496,Colin,Cloherty,2009,IND,TE,22.0,1.2,Colin Cloherty
507,Dan,Gronkowski,2009,DET,TE,24.0,1.4,Dan Gronkowski
535,Cameron,Morrah,2009,SEA,TE,22.0,1.3,Cameron Morrah
536,Matthew,Mulligan,2009,NYJ,TE,24.0,1.2,Matthew Mulligan
543,Zach,Potter,2009,JAX,TE,23.0,1.3,Zach Potter
23,Jason,Witten,2010,DAL,TE,28.0,246.2,Jason Witten
35,Antonio,Gates,2010,SDG,TE,30.0,188.2,Antonio Gates
38,Vernon,Davis,2010,SFO,TE,26.0,189.4,Vernon Davis
41,Marcedes,Lewis,2010,JAX,TE,26.0,184.0,Marcedes Lewis
52,Rob,Gronkowski,2010,NWE,TE,21.0,154.6,Rob Gronkowski
60,Chris,Cooley,2010,WAS,TE,28.0,177.9,Chris Cooley
64,Kellen,Winslow,2010,TAM,TE,27.0,169.0,Kellen Winslow
65,Tony,Gonzalez,2010,ATL,TE,34.0,171.6,Tony Gonzalez
68,Dustin,Keller,2010,NYJ,TE,26.0,153.7,Dustin Keller
69,Zach,Miller,2010,OAK,TE,25.0,158.5,Zach Miller
72,Aaron,Hernandez,2010,NWE,TE,21.0,142.0,Aaron Hernandez
128,Brandon,Pettigrew,2010,DET,TE,25.0,167.2,Brandon Pettigrew
133,Ben,Watson,2010,CLE,TE,30.0,162.20000000000005,Ben Watson
140,Todd,Heap,2010,BAL,TE,30.0,129.9,Todd Heap
150,Kevin,Boss,2010,NYG,TE,26.0,116.1,Kevin Boss
160,Anthony,Fasano,2010,MIA,TE,26.0,115.8,Anthony Fasano
165,Joel,Dreessen,2010,HOU,TE,28.0,109.8,Joel Dreessen
167,Brent,Celek,2010,PHI,TE,25.0,117.1,Brent Celek
170,Tony,Moeaki,2010,KAN,TE,23.0,120.6,Tony Moeaki
171,Jermaine,Gresham,2010,CIN,TE,22.0,121.1,Jermaine Gresham
175,Greg,Olsen,2010,CHI,TE,25.0,109.4,Greg Olsen
183,Jimmy,Graham,2010,NOR,TE,24.0,96.9,Jimmy Graham
187,Visanthe,Shiancoe,2010,MIN,TE,30.0,112.0,Visanthe Shiancoe
191,Heath,Miller,2010,PIT,TE,28.0,103.2,Heath Miller
195,Owen,Daniels,2010,HOU,TE,28.0,97.1,Owen Daniels
197,Jeremy,Shockey,2010,NOR,TE,30.0,99.8,Jeremy Shockey
204,Bo,Scaife,2010,TEN,TE,29.0,89.8,Bo Scaife
211,Dallas,Clark,2010,IND,TE,31.0,89.7,Dallas Clark
216,Daniel,Fells,2010,STL,TE,27.0,92.1,Daniel Fells
217,Fred,Davis,2010,WAS,TE,24.0,70.6,Fred Davis
230,Tony,Scheffler,2010,DET,TE,27.0,86.8,Tony Scheffler
235,Jared,Cook,2010,TEN,TE,23.0,71.1,Jared Cook
246,John,Carlson,2010,SEA,TE,26.0,68.8,John Carlson
247,Evan,Moore,2010,CLE,TE,25.0,52.2,Evan Moore
256,Jermichael,Finley,2010,GNB,TE,23.0,57.1,Jermichael Finley
262,Delanie,Walker,2010,SFO,TE,26.0,61.9,Delanie Walker
267,David,Thomas,2010,NOR,TE,27.0,63.9,David Thomas
269,Michael,Hoomanawanui,2010,STL,TE,22.0,45.6,Michael Hoomanawanui
273,Andrew,Quarless,2010,GNB,TE,22.0,48.8,Andrew Quarless
275,Zach,Miller,2010,JAX,TE,26.0,48.5,Zach Miller
281,Billy,Bajema,2010,STL,TE,28.0,40.5,Billy Bajema
286,Martellus,Bennett,2010,DAL,TE,23.0,59.0,Martellus Bennett
289,Dante,Rosario,2010,CAR,TE,26.0,58.2,Dante Rosario
292,Donald,Lee,2010,GNB,TE,30.0,34.3,Donald Lee
295,Travis,Beckum,2010,NYG,TE,23.0,36.6,Travis Beckum
298,Craig,Stevens,2010,TEN,TE,26.0,35.2,Craig Stevens
306,John,Gilmore,2010,TAM,TE,31.0,35.0,John Gilmore
312,Ed,Dickson,2010,BAL,TE,23.0,32.2,Ed Dickson
317,Leonard,Pope,2010,KAN,TE,27.0,29.6,Leonard Pope
326,Alge,Crumpler,2010,NWE,TE,33.0,23.2,Alge Crumpler
332,Justin,Peelle,2010,ATL,TE,31.0,25.6,Justin Peelle
336,Daniel,Graham,2010,DEN,TE,32.0,32.8,Daniel Graham
337,Jim,Kleinsasser,2010,MIN,TE,33.0,31.8,Jim Kleinsasser
342,Matt,Spaeth,2010,PIT,TE,27.0,23.0,Matt Spaeth
347,Clay,Harbor,2010,PHI,TE,23.0,22.2,Clay Harbor
360,Ben,Patrick,2010,ARI,TE,26.0,27.3,Ben Patrick
369,Jonathan,Stupar,2010,BUF,TE,26.0,23.1,Jonathan Stupar
373,James,Casey,2010,HOU,TE,26.0,17.8,James Casey
377,Will,Heller,2010,DET,TE,29.0,13.7,Will Heller
381,David,Martin,2010,BUF,TE,31.0,17.3,David Martin
389,Michael,Palmer,2010,ATL,TE,22.0,13.9,Michael Palmer
392,Kellen,Davis,2010,CHI,TE,25.0,8.9,Kellen Davis
394,Brandon,Myers,2010,OAK,TE,25.0,20.0,Brandon Myers
397,Khalif,Barnes,2010,OAK,TE,28.0,8.8,Khalif Barnes
400,Dan,Gronkowski,2010,DEN,TE,25.0,14.5,Dan Gronkowski
401,Bear,Pascoe,2010,NYG,TE,24.0,16.2,Bear Pascoe
402,Logan,Paulsen,2010,WAS,TE,23.0,9.0,Logan Paulsen
403,Gijon,Robinson,2010,IND,TE,26.0,10.2,Gijon Robinson
408,Kris,Wilson,2010,SDG,TE,29.0,13.3,Kris Wilson
411,Tom,Crabtree,2010,GNB,TE,25.0,10.1,Tom Crabtree
421,Jim,Dray,2010,ARI,TE,24.0,7.7,Jim Dray
423,David,Johnson,2010,PIT,TE,23.0,8.6,David Johnson
428,Brody,Eldridge,2010,IND,TE,23.0,8.9,Brody Eldridge
432,Reggie,Kelly,2010,CIN,TE,33.0,14.2,Reggie Kelly
435,Ryan,Purvis,2010,TAM,TE,24.0,8.8,Ryan Purvis
437,Mickey,Shuler,2010,MIA,TE,24.0,6.4,Mickey Shuler
438,Stephen,Spach,2010,ARI,TE,28.0,11.0,Stephen Spach
439,Jerramy,Stevens,2010,TAM,TE,31.0,7.3,Jerramy Stevens
442,Nate,Byham,2010,SFO,TE,22.0,7.7,Nate Byham
444,Chase,Coffman,2010,CIN,TE,24.0,6.0,Chase Coffman
446,Jeff,Dugan,2010,MIN,TE,29.0,7.2,Jeff Dugan
452,Shawn,Nelson,2010,BUF,TE,25.0,3.5,Shawn Nelson
453,Jake,O'Connell,2010,KAN,TE,25.0,6.1,Jake O'Connell
470,Garrett,Mills,2010,PHI,TE,27.0,3.9,Garrett Mills
473,Fendi,Onobun,2010,STL,TE,24.0,3.5,Fendi Onobun
476,Zach,Potter,2010,JAX,TE,24.0,5.4,Zach Potter
483,Scott,Chandler,2010,2TM,TE,25.0,1.8,Scott Chandler
484,Desmond,Clark,2010,CHI,TE,33.0,2.2,Desmond Clark
489,Ben,Hartsock,2010,NYJ,TE,30.0,1.7,Ben Hartsock
494,Erik,Lorig,2010,TAM,TE,24.0,2.0,Erik Lorig
501,Richard,Quinn,2010,DEN,TE,24.0,1.9,Richard Quinn
503,Alex,Smith,2010,CLE,TE,28.0,1.6,Alex Smith
522,Jeff,Cumberland,2010,NYJ,TE,23.0,1.3,Jeff Cumberland
552,Dennis,Pitta,2010,BAL,TE,25.0,1.1,Dennis Pitta
570,Ernest,Wilford,2010,JAX,TE,31.0,1.3,Ernest Wilford
5,Rob,Gronkowski,2011,NWE,TE,22.0,330.9,Rob Gronkowski
12,Jimmy,Graham,2011,NOR,TE,25.0,294.0,Jimmy Graham
31,Aaron,Hernandez,2011,NWE,TE,22.0,214.5,Aaron Hernandez
42,Tony,Gonzalez,2011,ATL,TE,35.0,209.5,Tony Gonzalez
46,Jermichael,Finley,2011,GNB,TE,24.0,179.7,Jermichael Finley
47,Jason,Witten,2011,DAL,TE,29.0,203.2,Jason Witten
52,Antonio,Gates,2011,SDG,TE,31.0,183.8,Antonio Gates
56,Vernon,Davis,2011,SFO,TE,27.0,179.7,Vernon Davis
59,Dustin,Keller,2011,NYJ,TE,27.0,174.5,Dustin Keller
61,Brent,Celek,2011,PHI,TE,26.0,173.1,Brent Celek
66,Brandon,Pettigrew,2011,DET,TE,26.0,190.7,Brandon Pettigrew
129,Fred,Davis,2011,WAS,TE,25.0,154.6,Fred Davis
132,Jermaine,Gresham,2011,CIN,TE,23.0,149.6,Jermaine Gresham
135,Jared,Cook,2011,TEN,TE,24.0,138.9,Jared Cook
136,Kellen,Winslow,2011,TAM,TE,28.0,161.3,Kellen Winslow
143,Owen,Daniels,2011,HOU,TE,29.0,139.7,Owen Daniels
149,Jake,Ballard,2011,NYG,TE,24.0,122.4,Jake Ballard
152,Ed,Dickson,2011,BAL,TE,24.0,136.8,Ed Dickson
163,Heath,Miller,2011,PIT,TE,29.0,124.7,Heath Miller
165,Scott,Chandler,2011,BUF,TE,26.0,110.9,Scott Chandler
166,Anthony,Fasano,2011,MIA,TE,27.0,107.1,Anthony Fasano
172,Tony,Scheffler,2011,DET,TE,28.0,97.2,Tony Scheffler
173,Joel,Dreessen,2011,HOU,TE,29.0,99.3,Joel Dreessen
175,Jeremy,Shockey,2011,CAR,TE,31.0,104.5,Jeremy Shockey
196,Dennis,Pitta,2011,BAL,TE,26.0,98.5,Dennis Pitta
197,Visanthe,Shiancoe,2011,MIN,TE,31.0,94.9,Visanthe Shiancoe
201,Evan,Moore,2011,CLE,TE,26.0,90.4,Evan Moore
204,Kevin,Boss,2011,OAK,TE,27.0,82.8,Kevin Boss
211,Ben,Watson,2011,CLE,TE,31.0,90.0,Ben Watson
217,Kellen,Davis,2011,CHI,TE,26.0,68.6,Kellen Davis
230,Dallas,Clark,2011,IND,TE,32.0,79.2,Dallas Clark
231,Jeff,King,2011,ARI,TE,28.0,72.1,Jeff King
233,Marcedes,Lewis,2011,JAX,TE,27.0,85.0,Marcedes Lewis
239,Daniel,Fells,2011,DEN,TE,28.0,60.6,Daniel Fells
243,Kyle,Rudolph,2011,MIN,TE,22.0,68.9,Kyle Rudolph
258,Delanie,Walker,2011,SFO,TE,27.0,57.3,Delanie Walker
269,Todd,Heap,2011,ARI,TE,31.0,58.3,Todd Heap
271,Lance,Kendricks,2011,STL,TE,23.0,60.40000000000001,Lance Kendricks
281,Leonard,Pope,2011,KAN,TE,28.0,54.7,Leonard Pope
293,Randy,McMichael,2011,SDG,TE,32.0,57.1,Randy McMichael
304,Jacob,Tamme,2011,IND,TE,26.0,42.7,Jacob Tamme
306,Zach,Miller,2011,SEA,TE,26.0,48.3,Zach Miller
307,Craig,Stevens,2011,TEN,TE,27.0,31.6,Craig Stevens
311,Clay,Harbor,2011,PHI,TE,24.0,35.3,Clay Harbor
316,Alex,Smith,2011,CLE,TE,29.0,33.1,Alex Smith
326,Matt,Spaeth,2011,CHI,TE,28.0,24.0,Matt Spaeth
331,Travis,Beckum,2011,NYG,TE,24.0,20.3,Travis Beckum
336,Anthony,McCoy,2011,SEA,TE,24.0,27.6,Anthony McCoy
339,Brandon,Myers,2011,OAK,TE,26.0,31.1,Brandon Myers
345,Martellus,Bennett,2011,DAL,TE,24.0,31.4,Martellus Bennett
350,Bear,Pascoe,2011,NYG,TE,25.0,25.6,Bear Pascoe
351,Logan,Paulsen,2011,WAS,TE,24.0,24.8,Logan Paulsen
356,Rob,Housler,2011,ARI,TE,23.0,23.3,Rob Housler
358,Michael,Palmer,2011,ATL,TE,23.0,23.2,Michael Palmer
361,Donald,Lee,2011,CIN,TE,31.0,22.5,Donald Lee
362,Dante,Rosario,2011,2TM,TE,27.0,18.7,Dante Rosario
371,Colin,Cochart,2011,CIN,TE,24.0,15.4,Colin Cochart
372,Tom,Crabtree,2011,GNB,TE,26.0,15.8,Tom Crabtree
375,Zach,Miller,2011,JAX,TE,27.0,14.2,Zach Miller
383,Daniel,Graham,2011,TEN,TE,33.0,10.5,Daniel Graham
386,Weslye,Saunders,2011,PIT,TE,22.0,12.9,Weslye Saunders
388,Luke,Stocker,2011,TAM,TE,23.0,21.2,Luke Stocker
390,John,Gilmore,2011,NOR,TE,32.0,11.0,John Gilmore
394,Cameron,Morrah,2011,SEA,TE,24.0,13.5,Cameron Morrah
396,Billy,Bajema,2011,STL,TE,29.0,16.1,Billy Bajema
399,Chris,Cooley,2011,WAS,TE,29.0,14.8,Chris Cooley
405,Colin,Cloherty,2011,JAX,TE,24.0,9.7,Colin Cloherty
411,Matthew,Mulligan,2011,NYJ,TE,26.0,10.8,Matthew Mulligan
412,Ryan,Taylor,2011,GNB,TE,24.0,7.4,Ryan Taylor
417,Brody,Eldridge,2011,IND,TE,24.0,11.5,Brody Eldridge
421,Jake,O'Connell,2011,KAN,TE,26.0,12.2,Jake O'Connell
422,Zach,Potter,2011,JAX,TE,25.0,10.0,Zach Potter
429,Mike,Caussin,2011,BUF,TE,24.0,9.1,Mike Caussin
430,Jeff,Cumberland,2011,NYJ,TE,24.0,5.5,Jeff Cumberland
434,Will,Heller,2011,DET,TE,30.0,10.2,Will Heller
439,Zack,Pianalto,2011,TAM,TE,22.0,8.0,Zack Pianalto
441,Andrew,Quarless,2011,GNB,TE,23.0,6.6,Andrew Quarless
448,Anthony,Becht,2011,KAN,TE,34.0,5.6,Anthony Becht
449,Kevin,Brock,2011,BUF,TE,25.0,4.7,Kevin Brock
450,Jordan,Cameron,2011,CLE,TE,23.0,9.3,Jordan Cameron
452,Jim,Dray,2011,ARI,TE,25.0,4.5,Jim Dray
463,Kory,Sperry,2011,SDG,TE,26.0,4.2,Kory Sperry
472,Garrett,Graham,2011,HOU,TE,25.0,3.4,Garrett Graham
474,Virgil,Green,2011,DEN,TE,23.0,5.4,Virgil Green
476,Justin,Peelle,2011,SFO,TE,32.0,2.9,Justin Peelle
482,David,Thomas,2011,NOR,TE,28.0,6.6,David Thomas
487,David,Ausberry,2011,OAK,TE,24.0,3.2,David Ausberry
492,Mike,Cox,2011,ATL,TE,26.0,2.8,Mike Cox
496,Anthony,Hill,2011,IND,TE,26.0,3.0,Anthony Hill
501,Reggie,Kelly,2011,ATL,TE,34.0,1.7,Reggie Kelly
506,Allen,Reisner,2011,MIN,TE,23.0,1.5,Allen Reisner
508,Lee,Smith,2011,BUF,TE,24.0,5.1,Lee Smith
513,Julius,Thomas,2011,DEN,TE,23.0,1.5,Julius Thomas
515,D.J.,Williams,2011,GNB,TE,23.0,3.3,D.J. Williams
542,Michael,Higgins,2011,NOR,TE,24.0,1.4,Michael Higgins
548,Jim,Kleinsasser,2011,MIN,TE,34.0,1.4,Jim Kleinsasser
554,Steve,Maneri,2011,KAN,TE,23.0,1.1,Steve Maneri
575,Stephen,Spach,2011,STL,TE,29.0,2.2,Stephen Spach
27,Jimmy,Graham,2012,NOR,TE,26.0,237.2,Jimmy Graham
32,Rob,Gronkowski,2012,NWE,TE,23.0,198.0,Rob Gronkowski
35,Tony,Gonzalez,2012,ATL,TE,36.0,234.0,Tony Gonzalez
42,Heath,Miller,2012,PIT,TE,30.0,200.6,Heath Miller
47,Jason,Witten,2012,DAL,TE,30.0,231.9,Jason Witten
58,Greg,Olsen,2012,CAR,TE,27.0,183.3,Greg Olsen
61,Dennis,Pitta,2012,BAL,TE,27.0,169.9,Dennis Pitta
64,Owen,Daniels,2012,HOU,TE,30.0,169.6,Owen Daniels
67,Kyle,Rudolph,2012,MIN,TE,23.0,156.3,Kyle Rudolph
68,Brandon,Myers,2012,OAK,TE,27.0,183.6,Brandon Myers
70,Jermaine,Gresham,2012,CIN,TE,24.0,165.7,Jermaine Gresham
76,Antonio,Gates,2012,SDG,TE,32.0,144.8,Antonio Gates
126,Martellus,Bennett,2012,NYG,TE,25.0,147.6,Martellus Bennett
130,Scott,Chandler,2012,BUF,TE,27.0,134.1,Scott Chandler
140,Vernon,Davis,2012,SFO,TE,28.0,125.8,Vernon Davis
154,Aaron,Hernandez,2012,NWE,TE,23.0,129.8,Aaron Hernandez
156,Lance,Kendricks,2012,STL,TE,24.0,117.9,Lance Kendricks
157,Marcedes,Lewis,2012,JAX,TE,28.0,130.0,Marcedes Lewis
159,Jermichael,Finley,2012,GNB,TE,25.0,137.7,Jermichael Finley
162,Jared,Cook,2012,TEN,TE,25.0,118.3,Jared Cook
164,Brent,Celek,2012,PHI,TE,27.0,129.4,Brent Celek
165,Dwayne,Allen,2012,IND,TE,22.0,115.6,Dwayne Allen
166,Brandon,Pettigrew,2012,DET,TE,27.0,129.7,Brandon Pettigrew
171,Dallas,Clark,2012,TAM,TE,33.0,114.5,Dallas Clark
173,Jacob,Tamme,2012,DEN,TE,27.0,119.5,Jacob Tamme
175,Ben,Watson,2012,CLE,TE,32.0,117.1,Ben Watson
178,Joel,Dreessen,2012,DEN,TE,30.0,106.6,Joel Dreessen
182,Anthony,Fasano,2012,MIA,TE,28.0,104.2,Anthony Fasano
196,Zach,Miller,2012,SEA,TE,27.0,93.6,Zach Miller
199,Tony,Scheffler,2012,DET,TE,29.0,98.4,Tony Scheffler
204,Jeff,Cumberland,2012,NYJ,TE,25.0,82.9,Jeff Cumberland
210,James,Casey,2012,HOU,TE,28.0,85.6,James Casey
211,Tony,Moeaki,2012,KAN,TE,25.0,84.3,Tony Moeaki
214,Delanie,Walker,2012,SFO,TE,28.0,71.4,Delanie Walker
221,Anthony,McCoy,2012,SEA,TE,25.0,65.1,Anthony McCoy
226,Dustin,Keller,2012,NYJ,TE,28.0,71.7,Dustin Keller
237,Rob,Housler,2012,ARI,TE,24.0,86.7,Rob Housler
240,Coby,Fleener,2012,IND,TE,24.0,66.1,Coby Fleener
249,Tom,Crabtree,2012,GNB,TE,27.0,46.3,Tom Crabtree
250,Logan,Paulsen,2012,WAS,TE,25.0,61.8,Logan Paulsen
257,Craig,Stevens,2012,TEN,TE,28.0,56.5,Craig Stevens
260,Fred,Davis,2012,WAS,TE,26.0,56.6,Fred Davis
261,Kellen,Davis,2012,CHI,TE,27.0,51.9,Kellen Davis
263,David,Thomas,2012,NOR,TE,29.0,43.6,David Thomas
278,Jordan,Cameron,2012,CLE,TE,24.0,48.6,Jordan Cameron
282,Darrel,Young,2012,WAS,TE,25.0,36.9,Darrel Young
295,Dante,Rosario,2012,SDG,TE,28.0,35.5,Dante Rosario
304,Ed,Dickson,2012,BAL,TE,25.0,43.5,Ed Dickson
307,Luke,Stocker,2012,TAM,TE,24.0,38.5,Luke Stocker
313,Will,Heller,2012,DET,TE,31.0,38.0,Will Heller
345,Gary,Barnidge,2012,CAR,TE,27.0,19.8,Gary Barnidge
350,Matthew,Mulligan,2012,STL,TE,27.0,22.4,Matthew Mulligan
354,Kevin,Boss,2012,KAN,TE,28.0,15.5,Kevin Boss
357,Jeff,King,2012,ARI,TE,29.0,29.9,Jeff King
359,Leonard,Pope,2012,PIT,TE,29.0,15.9,Leonard Pope
360,Lee,Smith,2012,BUF,TE,25.0,17.3,Lee Smith
364,John,Phillips,2012,DAL,TE,25.0,19.5,John Phillips
373,Michael,Hoomanawanui,2012,NWE,TE,24.0,15.9,Michael Hoomanawanui
376,Orson,Charles,2012,CIN,TE,21.0,18.1,Orson Charles
384,David,Ausberry,2012,OAK,TE,25.0,16.2,David Ausberry
386,Daniel,Fells,2012,NWE,TE,29.0,12.5,Daniel Fells
387,James,Hanna,2012,DAL,TE,23.0,16.6,James Hanna
388,Todd,Heap,2012,ARI,TE,32.0,17.4,Todd Heap
392,Matt,Spaeth,2012,CHI,TE,29.0,14.8,Matt Spaeth
394,Nate,Byham,2012,TAM,TE,24.0,10.8,Nate Byham
397,Michael,Palmer,2012,ATL,TE,24.0,14.2,Michael Palmer
399,Konrad,Reuland,2012,NYJ,TE,25.0,19.3,Konrad Reuland
402,Rhett,Ellison,2012,MIN,TE,24.0,13.5,Rhett Ellison
404,Richard,Gordon,2012,OAK,TE,25.0,8.9,Richard Gordon
412,Guy,Whimper,2012,JAX,TE,29.0,9.1,Guy Whimper
414,Ladarius,Green,2012,SDG,TE,22.0,9.6,Ladarius Green
418,Mike,Johnson,2012,ATL,TE,25.0,7.1,Mike Johnson
421,D.J.,Williams,2012,GNB,TE,24.0,12.7,D.J. Williams
424,Garrett,Celek,2012,SFO,TE,24.0,9.1,Garrett Celek
428,Steve,Maneri,2012,KAN,TE,24.0,10.1,Steve Maneri
430,David,Paulson,2012,PIT,TE,23.0,12.1,David Paulson
433,Taylor,Thompson,2012,TEN,TE,23.0,10.6,Taylor Thompson
436,Kyle,Adams,2012,CHI,TE,24.0,8.0,Kyle Adams
451,Ben,Hartsock,2012,CAR,TE,32.0,5.0,Ben Hartsock
456,Mike,McNeill,2012,STL,TE,24.0,7.1,Mike McNeill
466,Jim,Dray,2012,ARI,TE,26.0,3.5,Jim Dray
470,Cory,Harkey,2012,STL,TE,22.0,3.1,Cory Harkey
473,Jake,O'Connell,2012,KAN,TE,27.0,4.8,Jake O'Connell
476,Evan,Rodriguez,2012,CHI,TE,24.0,6.1,Evan Rodriguez
477,Weslye,Saunders,2012,IND,TE,23.0,3.5,Weslye Saunders
479,Hayden,Smith,2012,NYJ,TE,27.0,2.6,Hayden Smith
484,Chase,Coffman,2012,ATL,TE,26.0,2.2,Chase Coffman
488,Tommy,Gallarda,2012,ATL,TE,24.0,1.7,Tommy Gallarda
496,Dominique,Jones,2012,IND,TE,25.0,1.8,Dominique Jones
500,Evan,Moore,2012,2TM,TE,27.0,1.6,Evan Moore
503,Zach,Potter,2012,JAX,TE,26.0,2.6,Zach Potter
504,Allen,Reisner,2012,2TM,TE,24.0,2.3,Allen Reisner
509,Isaiah,Stanback,2012,JAX,TE,28.0,1.6,Isaiah Stanback
512,Ryan,Taylor,2012,GNB,TE,25.0,2.1,Ryan Taylor
517,Kellen,Winslow,2012,NWE,TE,29.0,2.2,Kellen Winslow
591,Michael,Higgins,2012,NOR,TE,25.0,0.7,Michael Higgins
648,Brad,Smelley,2012,CLE,TE,23.0,1.3,Brad Smelley
681,Dedrick,Epps,2012,NYJ,TE,24.0,-0.1,Dedrick Epps
19,Vernon,Davis,2013,SFO,TE,29.0,213.0,Vernon Davis
23,Julius,Thomas,2013,DEN,TE,25.0,215.8,Julius Thomas
30,Tony,Gonzalez,2013,ATL,TE,37.0,216.9,Tony Gonzalez
32,Jordan,Cameron,2013,CLE,TE,25.0,213.7,Jordan Cameron
34,Jason,Witten,2013,DAL,TE,31.0,206.1,Jason Witten
44,Charles,Clay,2013,MIA,TE,24.0,188.4,Charles Clay
46,Greg,Olsen,2013,CAR,TE,28.0,190.6,Greg Olsen
52,Antonio,Gates,2013,SDG,TE,33.0,184.2,Antonio Gates
