,First,Last,Year,Tm,Pos,Age,FantasyPoints,Player
5,Steve,Smith,2005,CAR,WR,26.0,337.8,Steve Smith
8,Larry,Fitzgerald,2005,ARI,WR,22.0,308.0,Larry Fitzgerald
9,Santana,Moss,2005,WAS,WR,26.0,284.0,Santana Moss
10,Chad,Johnson,2005,CIN,WR,27.0,297.5,Chad Johnson
13,Joey,Galloway,2005,TAM,WR,34.0,272.1,Joey Galloway
14,Anquan,Boldin,2005,ARI,WR,25.0,286.7,Anquan Boldin
15,Torry,Holt,2005,STL,WR,29.0,289.3,Torry Holt
16,Chris,Chambers,2005,MIA,WR,27.0,265.0,Chris Chambers
17,Marvin,Harrison,2005,IND,WR,33.0,268.6,Marvin Harrison
24,Hines,Ward,2005,PIT,WR,29.0,231.5,Hines Ward
26,Plaxico,Burress,2005,NYG,WR,28.0,237.4,Plaxico Burress
29,Terry,Glenn,2005,DAL,WR,31.0,223.2,Terry Glenn
32,Donald,Driver,2005,GNB,WR,30.0,239.4,Donald Driver
33,T.J.,Houshmandzadeh,2005,CIN,WR,28.0,225.8,T.J. Houshmandzadeh
34,Randy,Moss,2005,OAK,WR,28.0,208.5,Randy Moss
35,Rod,Smith,2005,DEN,WR,35.0,228.2,Rod Smith
37,Keenan,McCardell,2005,SDG,WR,35.0,216.3,Keenan McCardell
41,Eddie,Kennison,2005,KAN,WR,32.0,210.5,Eddie Kennison
46,Jimmy,Smith,2005,JAX,WR,36.0,208.3,Jimmy Smith
47,Reggie,Wayne,2005,IND,WR,27.0,218.5,Reggie Wayne
48,Donte',Stallworth,2005,NOR,WR,25.0,204.7,Donte' Stallworth
55,Deion,Branch,2005,NWE,WR,26.0,207.8,Deion Branch
56,Joe,Jurevicius,2005,SEA,WR,31.0,184.4,Joe Jurevicius
63,Derrick,Mason,2005,BAL,WR,31.0,209.3,Derrick Mason
64,Antonio,Bryant,2005,CLE,WR,24.0,192.2,Antonio Bryant
67,Jerry,Porter,2005,OAK,WR,27.0,199.4,Jerry Porter
69,Kevin,Curtis,2005,STL,WR,27.0,180.6,Kevin Curtis
70,Keyshawn,Johnson,2005,DAL,WR,33.0,185.2,Keyshawn Johnson
72,Lee,Evans,2005,BUF,WR,24.0,168.10000000000005,Lee Evans
96,Roy,Williams,2005,DET,WR,24.0,161.7,Roy Williams
97,Laveranues,Coles,2005,NYJ,WR,28.0,187.5,Laveranues Coles
99,Terrell,Owens,2005,PHI,WR,32.0,159.5,Terrell Owens
102,Amani,Toomer,2005,NYG,WR,31.0,170.4,Amani Toomer
103,Ernest,Wilford,2005,JAX,WR,26.0,151.1,Ernest Wilford
107,Eric,Moulds,2005,BUF,WR,32.0,186.6,Eric Moulds
110,Brandon,Lloyd,2005,SFO,WR,24.0,149.3,Brandon Lloyd
113,Muhsin,Muhammad,2005,CHI,WR,32.0,163.0,Muhsin Muhammad
114,Drew,Bennett,2005,TEN,WR,27.0,156.10000000000005,Drew Bennett
115,Bobby,Engram,2005,SEA,WR,32.0,158.8,Bobby Engram
117,Eric,Parker,2005,SDG,WR,26.0,151.0,Eric Parker
124,Ashley,Lelie,2005,DEN,WR,25.0,133.4,Ashley Lelie
129,Marty,Booker,2005,MIA,WR,29.0,125.6,Marty Booker
130,David,Givens,2005,NWE,WR,25.0,146.10000000000005,David Givens
134,Travis,Taylor,2005,MIN,WR,27.0,134.70000000000002,Travis Taylor
135,Justin,McCareins,2005,NYJ,WR,27.0,127.1,Justin McCareins
136,Marcus,Robinson,2005,MIN,WR,30.0,112.5,Marcus Robinson
138,Reggie,Brown,2005,PHI,WR,24.0,124.6,Reggie Brown
139,Antonio,Chatman,2005,GNB,WR,26.0,131.3,Antonio Chatman
140,Andre,Johnson,2005,HOU,WR,24.0,142.8,Andre Johnson
142,Brian,Finneran,2005,ATL,WR,29.0,123.1,Brian Finneran
143,Matt,Jones,2005,JAX,WR,22.0,114.78,Matt Jones
144,Chris,Henry,2005,CIN,WR,22.0,107.2,Chris Henry
145,Antwaan,Randle,2005,PIT,WR,26.0,106.78,Antwaan Randle El
147,Corey,Bradford,2005,HOU,WR,30.0,107.4,Corey Bradford
149,Doug,Gabriel,2005,OAK,WR,25.0,110.9,Doug Gabriel
153,Isaac,Bruce,2005,STL,WR,33.0,106.5,Isaac Bruce
154,Joe,Horn,2005,NOR,WR,33.0,118.4,Joe Horn
155,Samie,Parker,2005,KAN,WR,24.0,103.3,Samie Parker
159,Braylon,Edwards,2005,CLE,WR,22.0,101.2,Braylon Edwards
160,Michael,Jenkins,2005,ATL,WR,23.0,102.8,Michael Jenkins
161,Mark,Clayton,2005,BAL,WR,23.0,112.4,Mark Clayton
163,Darrell,Jackson,2005,SEA,WR,27.0,104.9,Darrell Jackson
164,Ricky,Proehl,2005,CAR,WR,37.0,92.3,Ricky Proehl
171,Roddy,White,2005,ATL,WR,24.0,90.8,Roddy White
173,Jabar,Gaffney,2005,HOU,WR,25.0,117.5,Jabar Gaffney
174,Dante,Hall,2005,KAN,WR,27.0,94.7,Dante Hall
175,Greg,Lewis,2005,PHI,WR,25.0,111.4,Greg Lewis
179,Az-Zahir,Hakim,2005,NOR,WR,28.0,94.9,Az-Zahir Hakim
181,Brandon,Stokley,2005,IND,WR,29.0,101.3,Brandon Stokley
182,Troy,Brown,2005,NWE,WR,34.0,97.6,Troy Brown
183,Dennis,Northcutt,2005,CLE,WR,28.0,101.4,Dennis Northcutt
186,Robert,Ferguson,2005,GNB,WR,26.0,81.6,Robert Ferguson
188,Josh,Reed,2005,BUF,WR,25.0,88.60000000000002,Josh Reed
189,Arnaz,Battle,2005,SFO,WR,25.0,86.47999999999998,Arnaz Battle
191,Mike,Sellers,2005,WAS,WR,30.0,67.30000000000001,Mike Sellers
194,Devery,Henderson,2005,NOR,WR,23.0,75.2,Devery Henderson
196,Shaun,McDonald,2005,STL,WR,24.0,99.0,Shaun McDonald
197,Tim,Dwight,2005,NWE,WR,30.0,71.3,Tim Dwight
198,D.J.,Hackett,2005,SEA,WR,24.0,80.0,D.J. Hackett
201,Troy,Williamson,2005,MIN,WR,22.0,76.0,Troy Williamson
202,Jeb,Putzier,2005,DEN,WR,26.0,85.1,Jeb Putzier
206,Bryant,Johnson,2005,ARI,WR,24.0,89.2,Bryant Johnson
207,Koren,Robinson,2005,MIN,WR,25.0,69.4,Koren Robinson
211,Justin,Gage,2005,CHI,WR,24.0,77.6,Justin Gage
213,Patrick,Crayton,2005,DAL,WR,26.0,66.1,Patrick Crayton
218,Reggie,Williams,2005,JAX,WR,22.0,77.8,Reggie Williams
219,Cedrick,Wilson,2005,PIT,WR,27.0,71.1,Cedrick Wilson
220,Wes,Welker,2005,MIA,WR,24.0,72.9,Wes Welker
221,Reche,Caldwell,2005,SDG,WR,26.0,66.2,Reche Caldwell
223,Brandon,Jones,2005,TEN,WR,23.0,65.0,Brandon Jones
225,Scottie,Vines,2005,DET,WR,26.0,82.4,Scottie Vines
226,Roydell,Williams,2005,TEN,WR,24.0,62.9,Roydell Williams
227,Keary,Colbert,2005,CAR,WR,23.0,63.8,Keary Colbert
230,Mike,Williams,2005,DET,WR,21.0,66.0,Mike Williams
236,Nate,Burleson,2005,MIN,WR,24.0,68.2,Nate Burleson
240,Michael,Clayton,2005,TAM,WR,23.0,69.4,Michael Clayton
241,Courtney,Roby,2005,TEN,WR,22.0,57.5,Courtney Roby
246,Frisman,Jackson,2005,CLE,WR,26.0,58.7,Frisman Jackson
249,Ike,Hilliard,2005,TAM,WR,29.0,69.2,Ike Hilliard
253,Billy,McMullen,2005,PHI,WR,25.0,48.8,Billy McMullen
254,Troy,Walters,2005,IND,WR,29.0,47.2,Troy Walters
262,Johnnie,Morton,2005,SFO,WR,34.0,49.8,Johnnie Morton
265,Bernard,Berrian,2005,CHI,WR,25.0,38.7,Bernard Berrian
271,Quincy,Morgan,2005,PIT,WR,28.0,36.0,Quincy Morgan
274,Kevin,Walter,2005,CIN,WR,24.0,46.1,Kevin Walter
275,Jerricho,Cotchery,2005,NYJ,WR,23.0,44.5,Jerricho Cotchery
281,Charles,Rogers,2005,DET,WR,24.0,39.7,Charles Rogers
282,Andre',Davis,2005,NWE,WR,26.0,34.0,Andre' Davis
283,Randy,Hymes,2005,BAL,WR,26.0,36.2,Randy Hymes
284,LeRon,McCoy,2005,ARI,WR,23.0,43.1,LeRon McCoy
287,Dane,Looker,2005,STL,WR,29.0,46.7,Dane Looker
292,Mark,Bradley,2005,CHI,WR,23.0,39.0,Mark Bradley
293,Tim,Carter,2005,NYG,WR,26.0,33.2,Tim Carter
296,Alvis,Whitted,2005,OAK,WR,31.0,37.4,Alvis Whitted
297,Charlie,Adams,2005,DEN,WR,26.0,38.7,Charlie Adams
299,David,Patten,2005,WAS,WR,31.0,43.7,David Patten
301,Rod,Gardner,2005,2TM,WR,28.0,34.1,Rod Gardner
302,Roscoe,Parrish,2005,BUF,WR,23.0,33.72,Roscoe Parrish
307,Tyrone,Calico,2005,TEN,WR,25.0,39.1,Tyrone Calico
308,Eric,Edwards,2005,ARI,WR,25.0,31.3,Eric Edwards
310,Chris,Horn,2005,KAN,WR,28.0,36.7,Chris Horn
314,Peter,Warrick,2005,SEA,WR,28.0,29.5,Peter Warrick
317,Bryan,Gilmore,2005,MIA,WR,27.0,21.5,Bryan Gilmore
321,Drew,Carter,2005,CAR,WR,24.0,21.3,Drew Carter
324,Edell,Shepherd,2005,TAM,WR,25.0,22.3,Edell Shepherd
325,Kelley,Washington,2005,CIN,WR,26.0,26.1,Kelley Washington
326,Randal,Williams,2005,OAK,WR,27.0,29.4,Randal Williams
328,Wayne,Chrebet,2005,NYJ,WR,32.0,30.3,Wayne Chrebet
329,Todd,Devoe,2005,DEN,WR,25.0,23.7,Todd Devoe
332,Charles,Lee,2005,ARI,WR,28.0,26.2,Charles Lee
333,Tab,Perry,2005,CIN,WR,23.0,19.0,Tab Perry
335,Jerheme,Urban,2005,SEA,WR,25.0,22.1,Jerheme Urban
336,Marc,Boerigter,2005,KAN,WR,27.0,19.9,Marc Boerigter
344,Bethel,Johnson,2005,NWE,WR,26.0,16.7,Bethel Johnson
345,Kevin,Johnson,2005,DET,WR,29.0,30.3,Kevin Johnson
346,Jerome,Mathis,2005,HOU,WR,22.0,17.5,Jerome Mathis
347,Jason,McAddley,2005,SFO,WR,26.0,19.5,Jason McAddley
350,Derick,Armstrong,2005,HOU,WR,26.0,20.5,Derick Armstrong
353,Jonathan,Smith,2005,BUF,WR,24.0,16.700000000000006,Jonathan Smith
354,Bobby,Wade,2005,2TM,WR,24.0,18.1,Bobby Wade
359,Peerless,Price,2005,DAL,WR,29.0,16.5,Peerless Price
361,David,Tyree,2005,NYG,WR,25.0,14.2,David Tyree
368,Taylor,Jacobs,2005,WAS,WR,24.0,21.0,Taylor Jacobs
375,Darnerien,McCants,2005,PHI,WR,29.0,13.7,Darnerien McCants
380,Andrae,Thurman,2005,2TM,WR,25.0,14.2,Andrae Thurman
382,Dez,White,2005,ATL,WR,26.0,10.5,Dez White
383,David,Boston,2005,MIA,WR,27.0,12.0,David Boston
391,Aaron,Moorehead,2005,IND,WR,25.0,14.5,Aaron Moorehead
404,Sam,Aiken,2005,BUF,WR,25.0,9.7,Sam Aiken
412,Vincent,Jackson,2005,SDG,WR,22.0,8.9,Vincent Jackson
415,Clarence,Moore,2005,BAL,WR,23.0,8.9,Clarence Moore
418,Nate,Poole,2005,NOR,WR,28.0,9.3,Nate Poole
422,Billy,Bajema,2005,SFO,WR,23.0,10.4,Billy Bajema
427,Reggie,Newhouse,2005,ARI,WR,24.0,8.5,Reggie Newhouse
435,Donovan,Morgan,2005,HOU,WR,23.0,8.2,Donovan Morgan
437,Terrence,Murphy,2005,GNB,WR,23.0,8.6,Terrence Murphy
442,Bam,Childress,2005,NWE,WR,23.0,6.2,Bam Childress
444,Patrick,Johnson,2005,BAL,WR,29.0,5.1,Patrick Johnson
449,Kassim,Osgood,2005,SDG,WR,25.0,4.5,Kassim Osgood
450,Dante,Ridgeway,2005,NYJ,WR,21.0,4.6,Dante Ridgeway
454,Javon,Walker,2005,GNB,WR,27.0,6.7,Javon Walker
458,Troy,Edwards,2005,DET,WR,28.0,3.5,Troy Edwards
460,Jimmy,Farris,2005,WAS,WR,27.0,2.8,Jimmy Farris
461,Cortez,Hankton,2005,JAX,WR,24.0,4.5,Cortez Hankton
468,Jerome,Pathon,2005,ATL,WR,30.0,2.8,Jerome Pathon
473,Darius,Watts,2005,DEN,WR,24.0,4.2,Darius Watts
481,Eddie,Berlin,2005,CHI,WR,27.0,2.9,Eddie Berlin
482,Antonio,Brown,2005,WAS,WR,27.0,-1.3,Antonio Brown
483,Terrance,Copper,2005,DAL,WR,23.0,1.5,Terrance Copper
484,Josh,Cribbs,2005,CLE,WR,22.0,1.7,Josh Cribbs
485,Ronald,Curry,2005,OAK,WR,26.0,3.2,Ronald Curry
493,Glenn,Martinez,2005,DET,WR,24.0,2.1,Glenn Martinez
499,O.J.,Small,2005,TEN,WR,23.0,1.6,O.J. Small
503,Dominique,Thompson,2005,STL,WR,23.0,2.3,Dominique Thompson
524,Eddie,Drummond,2005,DET,WR,25.0,-0.3,Eddie Drummond
564,Willie,Ponder,2005,NYG,WR,25.0,-1.6,Willie Ponder
583,Rasheed,Marshall,2005,SFO,WR,24.0,-5.8,Rasheed Marshall
7,Marvin,Harrison,2006,IND,WR,34.0,301.6,Marvin Harrison
9,Terrell,Owens,2006,DAL,WR,33.0,281.0,Terrell Owens
12,Reggie,Wayne,2006,IND,WR,28.0,271.0,Reggie Wayne
16,Chad,Johnson,2006,CIN,WR,28.0,266.29999999999995,Chad Johnson
17,Donald,Driver,2006,GNB,WR,31.0,271.1,Donald Driver
18,Torry,Holt,2006,STL,WR,30.0,269.8,Torry Holt
19,Lee,Evans,2006,BUF,WR,25.0,257.2,Lee Evans
21,Reggie,Bush,2006,NOR,WR,21.0,260.7,Reggie Bush
22,Steve,Smith,2006,CAR,WR,27.0,259.7,Steve Smith
23,Javon,Walker,2006,DEN,WR,28.0,243.7,Javon Walker
25,Roy,Williams,2006,DET,WR,25.0,251.2,Roy Williams
26,T.J.,Houshmandzadeh,2006,CIN,WR,29.0,252.7,T.J. Houshmandzadeh
29,Plaxico,Burress,2006,NYG,WR,29.0,219.8,Plaxico Burress
31,Darrell,Jackson,2006,SEA,WR,28.0,218.6,Darrell Jackson
33,Marques,Colston,2006,NOR,WR,23.0,221.8,Marques Colston
36,Joey,Galloway,2006,TAM,WR,35.0,210.6,Joey Galloway
39,Laveranues,Coles,2006,NYJ,WR,29.0,238.2,Laveranues Coles
40,Anquan,Boldin,2006,ARI,WR,26.0,230.1,Anquan Boldin
41,Andre,Johnson,2006,HOU,WR,25.0,249.1,Andre Johnson
44,Mike,Furrey,2006,DET,WR,29.0,240.6,Mike Furrey
45,Terry,Glenn,2006,DAL,WR,32.0,211.8,Terry Glenn
51,Reggie,Brown,2006,PHI,WR,25.0,184.0,Reggie Brown
53,Hines,Ward,2006,PIT,WR,30.0,210.5,Hines Ward
56,Jerricho,Cotchery,2006,NYJ,WR,24.0,216.6,Jerricho Cotchery
63,Larry,Fitzgerald,2006,ARI,WR,23.0,199.6,Larry Fitzgerald
64,Isaac,Bruce,2006,STL,WR,34.0,201.8,Isaac Bruce
68,Santana,Moss,2006,WAS,WR,27.0,178.2,Santana Moss
69,Braylon,Edwards,2006,CLE,WR,23.0,186.1,Braylon Edwards
70,Mark,Clayton,2006,BAL,WR,24.0,187.9,Mark Clayton
101,Eddie,Kennison,2006,KAN,WR,33.0,170.6,Eddie Kennison
102,Marty,Booker,2006,MIA,WR,30.0,167.6,Marty Booker
105,Muhsin,Muhammad,2006,CHI,WR,33.0,174.3,Muhsin Muhammad
107,Chris,Henry,2006,CIN,WR,23.0,150.5,Chris Henry
109,Bernard,Berrian,2006,CHI,WR,26.0,163.0,Bernard Berrian
111,Devery,Henderson,2006,NOR,WR,24.0,143.9,Devery Henderson
114,Keyshawn,Johnson,2006,CAR,WR,34.0,177.9,Keyshawn Johnson
118,Reche,Caldwell,2006,NWE,WR,27.0,159.5,Reche Caldwell
119,Donte',Stallworth,2006,PHI,WR,26.0,140.5,Donte' Stallworth
120,Chris,Chambers,2006,MIA,WR,28.0,160.2,Chris Chambers
122,Deion,Branch,2006,SEA,WR,27.0,152.5,Deion Branch
125,Bryant,Johnson,2006,ARI,WR,25.0,135.7,Bryant Johnson
126,Santonio,Holmes,2006,PIT,WR,22.0,138.70000000000002,Santonio Holmes
127,Drew,Bennett,2006,TEN,WR,28.0,135.7,Drew Bennett
128,Joe,Horn,2006,NOR,WR,34.0,128.9,Joe Horn
131,Antonio,Bryant,2006,SFO,WR,25.0,131.3,Antonio Bryant
133,Arnaz,Battle,2006,SFO,WR,26.0,146.1,Arnaz Battle
134,Reggie,Williams,2006,JAX,WR,23.0,140.9,Reggie Williams
135,Matt,Jones,2006,JAX,WR,23.0,125.8,Matt Jones
136,Derrick,Mason,2006,BAL,WR,32.0,154.6,Derrick Mason
137,Nate,Washington,2006,PIT,WR,23.0,122.2,Nate Washington
138,Michael,Jenkins,2006,ATL,WR,24.0,124.8,Michael Jenkins
140,D.J.,Hackett,2006,SEA,WR,25.0,130.0,D.J. Hackett
141,Vincent,Jackson,2006,SDG,WR,23.0,109.9,Vincent Jackson
142,Travis,Taylor,2006,MIN,WR,28.0,136.6,Travis Taylor
144,Greg,Jennings,2006,GNB,WR,23.0,126.2,Greg Jennings
147,Ronald,Curry,2006,OAK,WR,27.0,139.1,Ronald Curry
148,Patrick,Crayton,2006,DAL,WR,27.0,111.6,Patrick Crayton
150,Wes,Welker,2006,MIA,WR,25.0,139.7,Wes Welker
152,Randy,Moss,2006,OAK,WR,29.0,115.3,Randy Moss
153,Kevin,Curtis,2006,STL,WR,28.0,110.3,Kevin Curtis
156,Antwaan,Randle,2006,WAS,WR,27.0,102.42,Antwaan Randle El
160,Rod,Smith,2006,DEN,WR,36.0,118.7,Rod Smith
164,Joe,Jurevicius,2006,CLE,WR,32.0,107.5,Joe Jurevicius
165,Eric,Parker,2006,SDG,WR,27.0,115.8,Eric Parker
169,Troy,Brown,2006,NWE,WR,35.0,107.2,Troy Brown
173,Ernest,Wilford,2006,JAX,WR,27.0,98.4,Ernest Wilford
174,Brandon,Jones,2006,TEN,WR,24.0,89.7,Brandon Jones
176,Samie,Parker,2006,KAN,WR,25.0,103.8,Samie Parker
178,Eric,Moulds,2006,HOU,WR,33.0,119.3,Eric Moulds
179,Marcus,Robinson,2006,MIN,WR,31.0,91.1,Marcus Robinson
181,Doug,Gabriel,2006,2TM,WR,26.0,88.8,Doug Gabriel
182,Peerless,Price,2006,BUF,WR,30.0,107.0,Peerless Price
183,Cedrick,Wilson,2006,PIT,WR,28.0,93.64,Cedrick Wilson
184,Bobby,Wade,2006,TEN,WR,25.0,91.1,Bobby Wade
185,Terrance,Copper,2006,NOR,WR,24.0,76.3,Terrance Copper
186,Hank,Baskett,2006,PHI,WR,24.0,78.4,Hank Baskett
187,Drew,Carter,2006,CAR,WR,25.0,83.5,Drew Carter
193,Josh,Reed,2006,BUF,WR,26.0,88.3,Josh Reed
194,Amani,Toomer,2006,NYG,WR,32.0,86.0,Amani Toomer
199,Demetrius,Williams,2006,BAL,WR,23.0,73.6,Demetrius Williams
201,Roddy,White,2006,ATL,WR,25.0,78.6,Roddy White
202,Ashley,Lelie,2006,ATL,WR,26.0,77.0,Ashley Lelie
205,Greg,Lewis,2006,PHI,WR,26.0,68.8,Greg Lewis
206,Mark,Bradley,2006,CHI,WR,24.0,60.2,Mark Bradley
207,Michael,Clayton,2006,TAM,WR,24.0,78.69999999999997,Michael Clayton
208,Ike,Hilliard,2006,TAM,WR,30.0,79.9,Ike Hilliard
209,Roscoe,Parrish,2006,BUF,WR,24.0,66.8,Roscoe Parrish
210,Troy,Williamson,2006,MIN,WR,23.0,82.5,Troy Williamson
212,Keenan,McCardell,2006,SDG,WR,36.0,76.5,Keenan McCardell
215,Brandon,Marshall,2006,DEN,WR,22.0,64.1,Brandon Marshall
216,Billy,McMullen,2006,MIN,WR,26.0,65.7,Billy McMullen
218,Rashied,Davis,2006,CHI,WR,27.0,62.3,Rashied Davis
219,Ruvell,Martin,2006,GNB,WR,24.0,62.8,Ruvell Martin
224,Justin,McCareins,2006,NYJ,WR,28.0,63.7,Justin McCareins
229,Malcom,Floyd,2006,SDG,WR,25.0,54.0,Malcom Floyd
232,Tim,Carter,2006,NYG,WR,27.0,57.3,Tim Carter
234,Brandon,Lloyd,2006,WAS,WR,25.0,57.5,Brandon Lloyd
235,Mack,Strong,2006,SEA,WR,35.0,61.8,Mack Strong
238,Bobby,Engram,2006,SEA,WR,33.0,59.4,Bobby Engram
240,Chad,Jackson,2006,NWE,WR,21.0,48.40000000000001,Chad Jackson
243,Dante,Hall,2006,KAN,WR,28.0,57.5,Dante Hall
249,Troy,Walters,2006,ARI,WR,30.0,55.9,Troy Walters
253,David,Tyree,2006,NYG,WR,26.0,50.7,David Tyree
254,Nate,Burleson,2006,SEA,WR,25.0,47.2,Nate Burleson
258,Bryan,Gilmore,2006,SFO,WR,28.0,36.4,Bryan Gilmore
259,Alvis,Whitted,2006,OAK,WR,32.0,55.3,Alvis Whitted
266,Derek,Hagan,2006,MIA,WR,22.0,49.1,Derek Hagan
277,Dennis,Northcutt,2006,CLE,WR,29.0,46.0,Dennis Northcutt
289,John,Madsen,2006,OAK,WR,23.0,31.6,John Madsen
291,James,Thrash,2006,WAS,WR,31.0,33.1,James Thrash
292,Jabar,Gaffney,2006,NWE,WR,26.0,31.2,Jabar Gaffney
293,Shaun,McDonald,2006,STL,WR,25.0,30.6,Shaun McDonald
296,David,Kircus,2006,DEN,WR,26.0,27.7,David Kircus
303,Justin,Peelle,2006,MIA,WR,27.0,33.6,Justin Peelle
305,Kelley,Washington,2006,CIN,WR,27.0,26.5,Kelley Washington
309,Jamal,Jones,2006,NOR,WR,21.0,22.8,Jamal Jones
310,Corey,Bradford,2006,DET,WR,31.0,30.4,Corey Bradford
315,John,Gilmore,2006,CHI,WR,27.0,21.8,John Gilmore
316,Ahmard,Hall,2006,TEN,WR,27.0,28.9,Ahmard Hall
317,Bethel,Johnson,2006,MIN,WR,27.0,15.400000000000002,Bethel Johnson
322,Kevin,Walter,2006,HOU,WR,25.0,33.3,Kevin Walter
323,Mike,Williams,2006,DET,WR,22.0,23.9,Mike Williams
325,Az-Zahir,Hakim,2006,DET,WR,29.0,31.8,Az-Zahir Hakim
329,Brandon,Stokley,2006,IND,WR,30.0,22.5,Brandon Stokley
331,Tim,Dwight,2006,NYJ,WR,31.0,30.0,Tim Dwight
332,Aaron,Moorehead,2006,IND,WR,26.0,22.2,Aaron Moorehead
333,Jason,Avant,2006,PHI,WR,23.0,17.8,Jason Avant
335,Anthony,Fasano,2006,DAL,WR,22.0,26.6,Anthony Fasano
336,Carlyle,Holiday,2006,2TM,WR,25.0,21.6,Carlyle Holiday
339,Maurice,Stovall,2006,TAM,WR,21.0,20.1,Maurice Stovall
345,Roydell,Williams,2006,TEN,WR,25.0,20.1,Roydell Williams
346,David,Givens,2006,TEN,WR,26.0,18.7,David Givens
353,Josh,Cribbs,2006,CLE,WR,23.0,16.200000000000006,Josh Cribbs
359,Robert,Ferguson,2006,GNB,WR,27.0,14.1,Robert Ferguson
361,Tab,Perry,2006,CIN,WR,24.0,13.5,Tab Perry
362,Koren,Robinson,2006,GNB,WR,26.0,15.9,Koren Robinson
367,Sam,Hurd,2006,DAL,WR,21.0,12.5,Sam Hurd
373,Casey,Fitzsimmons,2006,DET,WR,26.0,14.1,Casey Fitzsimmons
374,Justin,Gage,2006,CHI,WR,25.0,8.8,Justin Gage
381,Johnnie,Morant,2006,OAK,WR,25.0,10.0,Johnnie Morant
386,Keary,Colbert,2006,CAR,WR,24.0,10.6,Keary Colbert
389,Michael,Jennings,2006,NYG,WR,27.0,11.1,Michael Jennings
392,Clarence,Moore,2006,BAL,WR,24.0,8.1,Clarence Moore
396,Paris,Warren,2006,TAM,WR,24.0,11.3,Paris Warren
399,Cortez,Hankton,2006,JAX,WR,25.0,9.8,Cortez Hankton
403,Taye,Biddle,2006,CAR,WR,23.0,6.7,Taye Biddle
409,Devale,Ellis,2006,DET,WR,22.0,8.4,Devale Ellis
420,David,Anderson,2006,HOU,WR,23.0,3.7,David Anderson
423,Karl,Hankton,2006,CAR,WR,36.0,6.1,Karl Hankton
425,Taylor,Jacobs,2006,SFO,WR,25.0,6.9,Taylor Jacobs
428,Sean,Morey,2006,PIT,WR,30.0,4.9,Sean Morey
429,Sinorice,Moss,2006,NYG,WR,23.0,7.5,Sinorice Moss
430,Martin,Nance,2006,MIN,WR,23.0,7.3,Martin Nance
431,David,Patten,2006,WAS,WR,32.0,3.5,David Patten
433,Ricky,Proehl,2006,IND,WR,38.0,6.0,Ricky Proehl
434,Courtney,Roby,2006,TEN,WR,23.0,5.1,Courtney Roby
437,Edell,Shepherd,2006,HOU,WR,26.0,1.7000000000000002,Edell Shepherd
438,Micheal,Spurlock,2006,ARI,WR,23.0,7.1,Micheal Spurlock
440,Travis,Wilson,2006,CLE,WR,22.0,5.2,Travis Wilson
445,Antonio,Chatman,2006,CIN,WR,27.0,5.2,Antonio Chatman
447,Chris,Francies,2006,GNB,WR,24.0,3.6,Chris Francies
448,Rod,Gardner,2006,KAN,WR,29.0,3.7,Rod Gardner
451,Kelvin,Kight,2006,NWE,WR,24.0,2.7,Kelvin Kight
456,Jerry,Porter,2006,OAK,WR,28.0,2.9,Jerry Porter
459,Fred,Wakefield,2006,ARI,WR,28.0,4.4,Fred Wakefield
460,Jeff,Webb,2006,KAN,WR,24.0,5.3,Jeff Webb
461,Walter,Young,2006,PIT,WR,27.0,2.7,Walter Young
464,Will,Buchanon,2006,OAK,WR,23.0,1.9,Will Buchanon
465,Bam,Childress,2006,NWE,WR,24.0,2.7,Bam Childress
469,Andre',Davis,2006,BUF,WR,27.0,3.3,Andre' Davis
470,Eddie,Drummond,2006,DET,WR,26.0,1.4,Eddie Drummond
476,Derrick,Lewis,2006,HOU,WR,31.0,1.5,Derrick Lewis
477,Dane,Looker,2006,STL,WR,30.0,-0.7,Dane Looker
479,Reggie,McNeal,2006,CIN,WR,23.0,0.8,Reggie McNeal
481,Lance,Moore,2006,NOR,WR,23.0,2.0,Lance Moore
484,Cliff,Russell,2006,MIA,WR,27.0,3.4,Cliff Russell
516,Kevin,Everett,2006,BUF,WR,24.0,1.1,Kevin Everett
525,Glenn,Holt,2006,CIN,WR,22.0,1.3,Glenn Holt
528,Adam,Jennings,2006,ATL,WR,24.0,-0.4,Adam Jennings
2,Randy,Moss,2007,NWE,WR,30.0,385.3,Randy Moss
5,Terrell,Owens,2007,DAL,WR,34.0,307.0,Terrell Owens
6,Braylon,Edwards,2007,CLE,WR,24.0,300.9,Braylon Edwards
9,Reggie,Wayne,2007,IND,WR,29.0,309.4,Reggie Wayne
12,Larry,Fitzgerald,2007,ARI,WR,24.0,294.9,Larry Fitzgerald
14,Chad,Johnson,2007,CIN,WR,29.0,287.7,Chad Johnson
17,T.J.,Houshmandzadeh,2007,CIN,WR,30.0,297.7,T.J. Houshmandzadeh
20,Marques,Colston,2007,NOR,WR,24.0,282.2,Marques Colston
23,Brandon,Marshall,2007,DEN,WR,23.0,280.2,Brandon Marshall
25,Plaxico,Burress,2007,NYG,WR,30.0,244.5,Plaxico Burress
32,Wes,Welker,2007,NWE,WR,26.0,280.9,Wes Welker
34,Greg,Jennings,2007,GNB,WR,24.0,217.0,Greg Jennings
35,Torry,Holt,2007,STL,WR,31.0,253.9,Torry Holt
40,Roddy,White,2007,ATL,WR,26.0,235.0,Roddy White
