,First,Last,Year,Tm,Pos,Age,Player,Targets,Receptions,RecYards,RecTD,Ctch%,RushAtt,RushYards,RushTD,Fumbles,Experience,FantasyPoints
0,LaDainian,Tomlinson,2006,SDG,RB,27.0,LaDainian Tomlinson,73.48936170212765,51.63829787234042,392.6595744680851,1.680851063829787,70.7,339.0,1421.468085106383,17.680851063829788,3.9574468085106393,6.0,481.1
1,Christian,McCaffrey,2019,CAR,RB,23.0,Christian McCaffrey,120.33333333333331,98.0,795.0,5.666666666666667,81.13333333333333,185.0,877.0,5.333333333333333,3.333333333333333,3.0,469.2
2,Steven,Jackson,2006,STL,RB,23.0,Steven Jackson,45.13636363636363,35.36363636363637,278.3181818181818,1.3636363636363635,78.51818181818182,215.8181818181818,927.318181818182,6.727272727272728,2.363636363636364,3.0,415.4
3,David,Johnson,2016,ARI,RB,25.0,David Johnson,57.0,36.0,457.0,4.0,63.2,125.0,581.0,8.0,4.0,2.0,405.8
4,Arian,Foster,2010,HOU,RB,24.0,Arian Foster,9.0,8.0,93.0,0.0,88.90000000000002,54.0,257.0,3.0,1.0,2.0,392.0
5,Chris,Johnson,2009,TEN,RB,24.0,Chris Johnson,62.0,43.0,260.0,1.0,69.4,251.0,1228.0,9.0,1.0,2.0,390.9
6,Christian,McCaffrey,2018,CAR,RB,22.0,Christian McCaffrey,113.0,80.0,651.0,5.0,70.8,117.0,435.0,2.0,2.0,2.0,385.5
7,Todd,Gurley,2017,LAR,RB,23.0,Todd Gurley,48.75555555555555,36.644444444444446,286.84444444444443,0.0,76.03555555555555,263.84444444444443,948.8444444444444,7.155555555555556,2.2888888888888888,3.0,383.3
8,Alvin,Kamara,2020,NOR,RB,25.0,Alvin Kamara,99.7906976744186,81.0,594.3953488372093,2.046511627906977,81.26744186046511,179.02325581395348,827.0,8.13953488372093,2.953488372093023,4.0,378.0
9,Jamaal,Charles,2013,KAN,RB,27.0,Jamaal Charles,46.47058823529412,33.23529411764706,222.64705882352945,1.0,72.10000000000001,268.94117647058823,1425.1176470588234,4.705882352941177,4.764705882352941,6.0,378.0
10,Shaun,Alexander,2005,SEA,RB,28.0,Shaun Alexander,45.0,29.33333333333333,211.66666666666663,3.333333333333333,64.06666666666666,344.0,1609.0,15.333333333333334,4.666666666666667,6.0,376.8
11,Jonathan,Taylor,2021,IND,RB,22.0,Jonathan Taylor,39.0,36.0,299.0,1.0,92.3,232.0,1169.0,11.0,1.0,2.0,373.0
12,Ray,Rice,2011,BAL,RB,24.0,Ray Rice,89.0,68.0,604.6666666666666,1.0,76.33333333333333,289.3333333333333,1259.6666666666667,5.666666666666667,1.0,4.0,372.84
13,Austin,Ekeler,2022,LAC,RB,27.0,Austin Ekeler,87.0952380952381,66.19047619047619,588.9047619047619,6.571428571428571,76.54761904761905,184.57142857142856,820.2857142857143,9.38095238095238,3.2857142857142856,6.0,372.7
14,Larry,Johnson,2006,KAN,RB,27.0,Larry Johnson,44.23809523809524,30.38095238095238,327.5238095238095,1.238095238095238,69.34761904761905,284.57142857142856,1471.6666666666667,17.38095238095238,3.809523809523809,4.0,370.9
15,LeVeon,Bell,2014,PIT,RB,22.0,Le'Veon Bell,66.0,45.0,399.0,0.0,68.2,244.0,860.0,8.0,1.0,2.0,370.5
16,Brian,Westbrook,2007,PHI,RB,28.0,Brian Westbrook,102.42857142857144,72.42857142857143,675.2857142857143,4.0,70.5,216.0,1045.571428571429,5.857142857142857,1.4285714285714286,6.0,368.4
17,LaDainian,Tomlinson,2007,SDG,RB,28.0,LaDainian Tomlinson,79.0,54.333333333333336,462.0,2.6666666666666665,68.73333333333333,345.0,1697.3333333333333,24.666666666666668,2.333333333333333,7.0,367.58
18,Todd,Gurley,2018,LAR,RB,24.0,Todd Gurley,76.91304347826087,56.69565217391305,627.6521739130435,3.9130434782608696,73.77391304347826,278.6521739130435,1158.9130434782608,10.565217391304348,3.9565217391304346,4.0,366.1
19,LaDainian,Tomlinson,2005,SDG,RB,26.0,LaDainian Tomlinson,90.69565217391305,69.34782608695652,539.7826086956521,2.0434782608695654,77.76086956521739,329.95652173913044,1442.8260869565215,15.608695652173912,4.608695652173913,5.0,366.08
20,Larry,Johnson,2005,KAN,RB,26.0,Larry Johnson,23.0,17.153846153846153,214.30769230769232,1.5384615384615383,66.06923076923077,96.92307692307692,466.5384615384616,7.153846153846154,0.0,3.0,360.3
21,Tiki,Barber,2005,NYG,RB,30.0,Tiki Barber,85.33333333333333,57.66666666666666,539.0,1.6666666666666667,67.33333333333333,307.3333333333333,1417.3333333333333,9.333333333333334,6.333333333333333,9.0,357.0
22,Christian,McCaffrey,2022,CAR,RB,26.0,Christian McCaffrey,37.11764705882353,33.47058823529412,308.7647058823529,1.0,90.0764705882353,91.94117647058825,403.7058823529412,1.7058823529411764,0.8235294117647058,6.0,356.4
23,DeMarco,Murray,2014,DAL,RB,26.0,DeMarco Murray,59.68421052631579,48.26315789473684,323.94736842105266,0.7368421052631579,81.08947368421053,202.26315789473685,1000.4736842105264,7.684210526315789,3.0,4.0,351.1
24,Alvin,Kamara,2018,NOR,RB,23.0,Alvin Kamara,100.0,81.0,826.0,5.0,81.0,120.0,728.0,8.0,1.0,2.0,348.2
25,Adrian,Peterson,2012,MIN,RB,27.0,Adrian Peterson,34.0,24.923076923076923,216.69230769230768,1.0,73.84615384615384,236.84615384615384,1096.1538461538462,12.0,1.0,6.0,345.4
26,Austin,Ekeler,2021,LAC,RB,26.0,Austin Ekeler,84.11111111111111,70.88888888888889,665.2222222222222,4.666666666666667,84.03333333333333,123.11111111111111,542.0,1.8888888888888888,1.8888888888888888,5.0,344.0
27,Matt,Forte,2014,CHI,RB,29.0,Matt Forte,83.51063829787235,64.42553191489361,512.936170212766,2.3617021276595747,76.8468085106383,275.9148936170213,1260.8085106382978,7.723404255319149,2.0,7.0,342.6
28,LeVeon,Bell,2017,PIT,RB,25.0,Le'Veon Bell,80.4,64.8,520.0,1.6,82.3,231.4,1125.6,6.2,3.2,5.0,341.6
29,Dalvin,Cook,2020,MIN,RB,25.0,Dalvin Cook,59.05128205128205,49.333333333333336,458.6410256410256,0.5641025641025641,83.39487179487179,217.0,988.3333333333334,9.897435897435898,3.435897435897436,4.0,338.0
30,Matt,Forte,2013,CHI,RB,28.0,Matt Forte,63.85714285714285,46.285714285714285,382.8571428571428,1.0,72.82857142857144,235.14285714285717,1066.2857142857142,4.428571428571429,2.0,6.0,335.3
31,Derrick,Henry,2020,TEN,RB,26.0,Derrick Henry,21.91304347826087,16.956521739130434,168.7826086956522,1.3043478260869563,77.88695652173914,272.39130434782606,1372.695652173913,14.608695652173912,3.608695652173913,5.0,333.0
32,Brian,Westbrook,2006,PHI,RB,27.0,Brian Westbrook,92.83783783783784,65.21621621621621,646.5675675675676,4.702702702702703,70.66756756756756,163.3783783783784,685.5135135135135,3.0,0.3513513513513513,5.0,330.6
33,LeSean,McCoy,2013,PHI,RB,25.0,LeSean McCoy,67.76923076923077,51.69230769230769,350.6923076923077,3.0,76.36923076923075,228.07692307692307,1020.3846153846154,7.769230769230769,2.8461538461538463,5.0,330.6
34,Ezekiel,Elliott,2018,DAL,RB,23.0,Ezekiel Elliott,38.42857142857143,28.571428571428573,309.2857142857143,1.5714285714285714,74.27142857142857,276.2857142857143,1260.7142857142858,10.428571428571429,2.7142857142857144,3.0,329.1
35,LeSean,McCoy,2011,PHI,RB,23.0,LeSean McCoy,78.47826086956522,64.78260869565217,493.2173913043478,1.3043478260869563,81.17826086956521,188.91304347826087,925.9130434782608,5.956521739130435,2.0,3.0,328.4
36,Josh,Jacobs,2022,LVR,RB,24.0,Josh Jacobs,57.66666666666666,47.0,311.3333333333333,0.0,80.7,235.66666666666663,936.3333333333334,10.0,2.0,4.0,328.3
37,Ray,Rice,2009,BAL,RB,22.0,Ray Rice,43.0,33.0,273.0,0.0,76.7,107.0,454.0,0.0,1.0,2.0,326.1
38,Maurice,Drew,2009,JAX,RB,24.0,Maurice Jones-Drew,68.61702127659575,54.97872340425532,514.5744680851063,1.3617021276595744,79.50851063829788,187.4255319148936,806.1276595744681,11.04255319148936,4.723404255319149,4.0,323.5
39,Frank,Gore,2006,SFO,RB,23.0,Frank Gore,22.0,15.0,131.0,0.0,68.2,127.0,608.0,3.0,2.0,2.0,323.0
40,Adrian,Peterson,2009,MIN,RB,24.0,Adrian Peterson,35.65217391304348,20.39130434782609,168.52173913043478,0.3043478260869565,58.09130434782608,324.95652173913044,1632.4782608695652,10.608695652173912,7.478260869565218,3.0,320.9
41,Devonta,Freeman,2015,ATL,RB,23.0,Devonta Freeman,37.0,30.0,225.0,1.0,81.1,65.0,248.0,1.0,1.0,2.0,316.4
42,LeVeon,Bell,2016,PIT,RB,24.0,Le'Veon Bell,71.14285714285714,57.71428571428572,546.2857142857143,1.7142857142857142,84.7,214.14285714285717,1016.0,5.857142857142857,0.0,4.0,315.4
43,Aaron,Jones,2019,GNB,RB,25.0,Aaron Jones,29.33333333333333,20.33333333333333,144.66666666666666,0.6666666666666666,66.19999999999999,115.66666666666669,634.6666666666666,6.666666666666667,0.6666666666666666,3.0,314.8
44,Ezekiel,Elliott,2019,DAL,RB,24.0,Ezekiel Elliott,80.75,64.25,492.5,2.75,77.925,288.5,1321.25,6.25,4.75,4.0,311.7
45,Edgerrin,James,2005,IND,RB,27.0,Edgerrin James,63.17777777777778,51.0,427.8222222222222,0.0,81.18666666666667,327.06666666666666,1464.5111111111112,9.577777777777778,5.711111111111111,7.0,310.3
46,Austin,Ekeler,2019,LAC,RB,24.0,Austin Ekeler,46.45454545454545,34.63636363636363,358.54545454545456,3.0,74.87272727272726,84.54545454545455,447.09090909090907,2.636363636363636,1.3636363636363635,3.0,309.0
47,DeAngelo,Williams,2008,CAR,RB,25.0,DeAngelo Williams,37.422222222222224,25.88888888888889,214.86666666666667,1.0,69.51333333333334,137.35555555555555,654.6,3.1333333333333333,1.0,3.0,305.6
48,Arian,Foster,2011,HOU,RB,25.0,Arian Foster,72.15789473684211,56.8421052631579,523.3157894736842,1.6842105263157894,80.22631578947369,283.89473684210526,1401.421052631579,13.947368421052632,2.6842105263157894,3.0,305.1
49,Maurice,Drew,2011,JAX,RB,26.0,Maurice Jones-Drew,53.81818181818182,40.90909090909091,337.72727272727275,1.6363636363636365,76.31818181818181,303.72727272727275,1348.3636363636365,8.636363636363637,2.0,6.0,305.0
50,Derrick,Henry,2022,TEN,RB,28.0,Derrick Henry,25.5,18.5,134.0,0.0,75.65,298.5,1482.0,13.5,2.0,7.0,302.8
51,Marshawn,Lynch,2014,SEA,RB,28.0,Marshawn Lynch,39.333333333333336,31.666666666666668,276.0,1.6666666666666667,80.10000000000001,305.6666666666667,1368.0,11.666666666666666,4.333333333333333,8.0,302.3
52,Arian,Foster,2012,HOU,RB,26.0,Arian Foster,76.57142857142857,57.95238095238095,612.047619047619,2.0,75.5047619047619,296.6666666666667,1373.3333333333333,12.285714285714286,4.238095238095238,4.0,302.1
53,Tiki,Barber,2006,NYG,RB,31.0,Tiki Barber,73.0,53.333333333333336,546.0,2.0,73.33333333333333,345.3333333333333,1746.0,10.333333333333334,2.333333333333333,10.0,298.7
54,LeSean,McCoy,2010,PHI,RB,22.0,LeSean McCoy,55.0,40.0,308.0,0.0,72.7,155.0,637.0,4.0,2.0,2.0,297.2
55,Knowshon,Moreno,2013,DEN,RB,26.0,Knowshon Moreno,22.65217391304348,17.956521739130434,146.91304347826087,0.3043478260869565,78.51739130434783,107.2608695652174,419.69565217391306,2.782608695652174,1.0,5.0,296.6
56,LeSean,McCoy,2016,BUF,RB,28.0,LeSean McCoy,44.8,30.4,237.2,1.2,68.67999999999999,246.6,1064.6,3.8,2.8,8.0,296.3
57,Peyton,Hillis,2010,CLE,RB,24.0,Peyton Hillis,9.9,7.0,67.0,0.3,68.8,29.5,140.7,2.2,0.7,3.0,294.92
58,Derrick,Henry,2019,TEN,RB,25.0,Derrick Henry,17.666666666666668,13.666666666666666,111.33333333333331,0.3333333333333333,77.10000000000001,202.0,954.0,9.666666666666666,1.0,4.0,294.6
59,DeMarco,Murray,2016,TEN,RB,28.0,DeMarco Murray,58.130434782608695,48.52173913043478,354.69565217391306,0.6521739130434783,83.16521739130435,262.2173913043478,1099.5652173913045,8.434782608695652,3.0434782608695654,6.0,293.7999999999999
60,LaMont,Jordan,2005,OAK,RB,27.0,LaMont Jordan,15.0,13.666666666666666,108.33333333333331,0.0,90.73333333333332,77.33333333333333,382.6666666666667,2.6666666666666665,0.6666666666666666,5.0,292.8
61,Dalvin,Cook,2019,MIN,RB,24.0,Dalvin Cook,43.92307692307692,35.53846153846154,271.9230769230769,1.6923076923076923,79.63076923076922,123.92307692307692,574.8461538461538,2.0,1.8461538461538465,3.0,292.4
62,Willie,Parker,2006,PIT,RB,26.0,Willie Parker,20.42105263157895,14.842105263157896,175.47368421052633,0.7894736842105263,68.2421052631579,208.05263157894737,988.1052631578948,3.1578947368421053,3.1578947368421053,3.0,288.6
63,Melvin,Gordon,2017,LAC,RB,24.0,Melvin Gordon,50.0,38.2,339.55,1.3,77.955,229.5,872.4,6.5,3.4,3.0,288.1
64,Joe,Mixon,2021,CIN,RB,25.0,Joe Mixon,36.85714285714285,29.0,223.14285714285717,2.142857142857143,79.08571428571427,209.8571428571429,833.1428571428571,4.142857142857143,0.4285714285714285,5.0,288.0
65,Devonta,Freeman,2016,ATL,RB,24.0,Devonta Freeman,76.1304347826087,58.04347826086956,455.2173913043478,2.3043478260869565,77.31739130434782,195.43478260869568,774.9565217391304,7.521739130434782,2.3043478260869565,3.0,284.1
66,Saquon,Barkley,2022,NYG,RB,25.0,Saquon Barkley,53.57142857142857,38.5,248.5,1.8571428571428568,71.52857142857144,151.78571428571428,553.0714285714286,1.8571428571428568,1.8571428571428568,5.0,284.0
67,Ray,Rice,2012,BAL,RB,25.0,Ray Rice,97.0,71.66666666666667,654.6666666666666,2.333333333333333,74.03333333333333,296.3333333333333,1316.0,9.666666666666666,1.3333333333333333,5.0,283.1
68,Jamaal,Charles,2010,KAN,RB,24.0,Jamaal Charles,49.43478260869565,35.47826086956522,288.30434782608694,1.0,71.48260869565217,147.2173913043478,854.6086956521739,4.565217391304348,3.3043478260869565,3.0,282.5
69,Nick,Chubb,2022,CLE,RB,26.0,Nick Chubb,22.9,18.8,166.8,0.7,82.67,216.6,1201.4,9.2,1.7,5.0,281.4
70,Maurice,Drew,2008,JAX,RB,23.0,Maurice Jones-Drew,57.43478260869565,42.08695652173913,417.0869565217391,0.6956521739130435,73.22173913043478,166.65217391304347,828.1739130434783,10.391304347826088,1.6521739130434785,3.0,280.9
71,Frank,Gore,2009,SFO,RB,26.0,Frank Gore,67.04651162790698,46.48837209302326,394.9767441860465,1.6511627906976745,69.24651162790698,246.9767441860465,1059.0232558139537,5.651162790697675,5.3023255813953485,5.0,278.6
72,Michael,Turner,2008,ATL,RB,26.0,Michael Turner,5.844444444444444,3.7111111111111112,24.95555555555556,0.0,69.49333333333333,73.6,369.73333333333335,1.288888888888889,0.7111111111111111,5.0,278.0
73,Mark,Ingram,2017,NOR,RB,28.0,Mark Ingram,58.54545454545455,47.09090909090909,342.45454545454544,2.909090909090909,80.39090909090909,194.3636363636364,968.2727272727273,6.0,2.0,7.0,278.0
74,LaDainian,Tomlinson,2008,SDG,RB,29.0,LaDainian Tomlinson,84.0,58.66666666666666,486.0,3.0,69.86666666666666,326.0,1587.6666666666667,19.33333333333333,0.6666666666666666,8.0,277.6
75,James,White,2018,NWE,RB,26.0,James White,77.0909090909091,57.45454545454545,473.3636363636364,3.727272727272727,74.89090909090909,41.54545454545455,169.1818181818182,0.0,0.0,5.0,276.6
76,Ray,Rice,2010,BAL,RB,23.0,Ray Rice,84.24444444444444,65.0,578.0666666666667,0.7111111111111111,77.05555555555556,211.53333333333333,1083.3333333333333,4.977777777777778,2.422222222222222,3.0,276.6
77,James,Conner,2018,PIT,RB,23.0,James Conner,1.0,0.0,0.0,0.0,0.0,32.0,144.0,0.0,0.0,2.0,276.0
78,Adrian,Peterson,2010,MIN,RB,25.0,Adrian Peterson,51.0,35.666666666666664,332.3333333333333,0.0,68.2,330.3333333333333,1508.6666666666667,15.333333333333334,7.666666666666667,4.0,275.9
79,Thomas,Jones,2008,NYJ,RB,30.0,Thomas Jones,38.333333333333336,30.666666666666668,196.0,0.6666666666666666,80.46666666666667,305.3333333333333,1149.3333333333333,2.6666666666666665,1.6666666666666667,9.0,275.9
80,Marshawn,Lynch,2013,SEA,RB,27.0,Marshawn Lynch,33.51063829787234,24.595744680851062,201.10638297872345,1.0,74.01914893617021,305.4255319148936,1466.8085106382978,11.319148936170214,4.361702127659575,7.0,275.3
81,Joseph,Addai,2007,IND,RB,24.0,Joseph Addai,50.0,40.0,325.0,1.0,80.0,226.0,1081.0,7.0,2.0,2.0,274.6
82,Arian,Foster,2014,HOU,RB,28.0,Arian Foster,46.5,31.0,200.0,1.5,65.95,236.0,983.0,8.0,1.5,6.0,273.5
83,Chris,Johnson,2010,TEN,RB,25.0,Chris Johnson,68.12765957446808,47.765957446808514,425.4468085106383,1.680851063829787,70.0808510638298,323.8510638297872,1757.7021276595744,12.404255319148936,2.3617021276595747,3.0,272.9
84,Clinton,Portis,2007,WAS,RB,26.0,Clinton Portis,33.5,23.5,193.0,0.0,69.30000000000001,239.5,1019.5,9.0,1.5,6.0,272.7
85,Eddie,Lacy,2014,GNB,RB,24.0,Eddie Lacy,44.0,35.0,257.0,0.0,79.5,284.0,1178.0,11.0,1.0,2.0,272.6
86,Melvin,Gordon,2018,LAC,RB,25.0,Melvin Gordon,75.4888888888889,53.08888888888889,459.53333333333336,3.422222222222222,70.47777777777777,275.3333333333333,1073.8,8.577777777777778,1.288888888888889,4.0,271.5
87,Darren,Sproles,2011,NOR,RB,28.0,Darren Sproles,69.0,54.333333333333336,512.3333333333334,2.6666666666666665,78.76666666666667,64.33333333333333,292.3333333333333,1.0,3.0,6.0,271.3
88,Clinton,Portis,2005,WAS,RB,24.0,Clinton Portis,55.18604651162791,39.395348837209305,258.8837209302326,1.3953488372093024,71.5,326.9767441860465,1398.4418604651162,7.72093023255814,4.395348837209302,4.0,269.88
89,Brian,Westbrook,2008,PHI,RB,29.0,Brian Westbrook,113.66666666666669,85.66666666666667,747.0,4.666666666666667,75.3,265.3333333333333,1294.3333333333333,7.0,2.0,7.0,269.8
90,Marshawn,Lynch,2012,SEA,RB,26.0,Marshawn Lynch,35.78260869565217,25.91304347826087,188.69565217391303,0.6521739130434783,73.9695652173913,256.1304347826087,1041.5652173913045,9.91304347826087,3.347826086956522,6.0,269.6
91,Darren,McFadden,2010,OAK,RB,23.0,Darren McFadden,37.054054054054056,23.81081081081081,259.05405405405406,0.0,63.95675675675675,107.16216216216216,406.8918918918919,2.054054054054054,4.297297297297297,3.0,267.4
92,David,Montgomery,2020,CHI,RB,23.0,David Montgomery,35.0,25.0,185.0,1.0,71.4,242.0,889.0,6.0,2.0,2.0,265.0
93,LeSean,McCoy,2017,BUF,RB,29.0,LeSean McCoy,55.0,44.85714285714285,337.7142857142857,1.2857142857142858,80.92857142857143,225.14285714285717,1160.7142857142858,10.142857142857142,2.7142857142857144,9.0,263.6
94,Matt,Forte,2010,CHI,RB,25.0,Matt Forte,73.33333333333333,59.0,473.0,1.3333333333333333,80.43333333333334,277.3333333333333,1032.0,5.333333333333333,4.333333333333333,3.0,262.6
95,Adrian,Peterson,2008,MIN,RB,23.0,Adrian Peterson,28.0,19.0,268.0,1.0,67.9,238.0,1341.0,12.0,4.0,2.0,261.5
96,Adrian,Peterson,2015,MIN,RB,30.0,Adrian Peterson,35.375,25.625,151.875,0.875,71.775,246.75,1117.125,8.75,4.375,9.0,260.7
97,Leonard,Fournette,2019,JAX,RB,24.0,Leonard Fournette,35.86206896551724,28.27586206896552,237.44827586206893,1.0,80.29655172413793,193.51724137931035,708.4137931034483,6.793103448275862,0.896551724137931,3.0,259.4
98,Aaron,Jones,2020,GNB,RB,26.0,Aaron Jones,59.0,42.72727272727273,400.9090909090909,2.4545454545454546,72.69999999999999,207.9090909090909,986.9090909090908,13.818181818181818,2.4545454545454546,4.0,259.0
99,DeMarco,Murray,2013,DAL,RB,25.0,DeMarco Murray,39.24242424242424,31.454545454545453,224.2121212121212,0.0,79.75454545454545,162.1818181818182,755.1818181818181,3.212121212121212,2.212121212121212,3.0,258.1
100,James,Conner,2021,ARI,RB,26.0,James Conner,41.61111111111112,34.72222222222222,225.0,0.8333333333333334,83.65,154.27777777777777,649.6111111111111,5.444444444444445,1.7222222222222223,5.0,258.0
101,Leonard,Fournette,2021,TAM,RB,26.0,Leonard Fournette,66.39024390243902,50.63414634146341,338.7317073170732,0.0,76.38048780487804,158.46341463414635,654.1951219512196,4.902439024390244,0.3658536585365853,5.0,256.0
102,C.J.,Spiller,2012,BUF,RB,25.0,C.J. Spiller,46.69565217391305,34.43478260869565,234.91304347826087,1.6956521739130437,74.57391304347826,96.95652173913044,476.39130434782606,2.782608695652174,2.9130434782608696,3.0,255.3
103,Nick,Chubb,2019,CLE,RB,24.0,Nick Chubb,29.0,20.0,149.0,2.0,69.0,192.0,996.0,8.0,0.0,2.0,255.2
104,Ezekiel,Elliott,2021,DAL,RB,26.0,Ezekiel Elliott,71.0,52.69565217391305,366.5217391304348,2.0,74.20869565217392,263.8260869565217,1110.4782608695652,8.08695652173913,4.956521739130435,6.0,252.0
105,Melvin,Gordon,2016,SDG,RB,23.0,Melvin Gordon,37.0,33.0,192.0,0.0,89.2,184.0,641.0,0.0,6.0,2.0,250.6
106,Jamaal,Charles,2014,KAN,RB,28.0,Jamaal Charles,84.8695652173913,57.82608695652174,534.0434782608696,4.913043478260869,68.72608695652174,268.0434782608696,1364.2173913043478,9.565217391304348,4.3478260869565215,7.0,250.4
107,Rudi,Johnson,2005,CIN,RB,26.0,Rudi Johnson,26.55555555555556,16.733333333333334,101.91111111111113,0.0,64.49111111111111,318.8222222222222,1310.4222222222222,11.133333333333333,2.844444444444445,5.0,249.8
108,Rhamondre,Stevenson,2022,NWE,RB,24.0,Rhamondre Stevenson,18.0,14.0,123.0,0.0,77.8,133.0,606.0,5.0,2.0,2.0,249.1
109,Tony,Pollard,2022,DAL,RB,25.0,Tony Pollard,43.91304347826087,35.17391304347826,286.9130434782609,0.3478260869565217,79.65217391304348,119.91304347826087,620.2173913043479,2.6956521739130435,1.3043478260869563,4.0,248.8
110,Aaron,Jones,2022,GNB,RB,27.0,Aaron Jones,64.36363636363636,50.40909090909091,379.54545454545456,4.727272727272728,78.28181818181817,180.54545454545453,896.0454545454545,5.590909090909091,2.0,6.0,248.6
111,Alvin,Kamara,2019,NOR,RB,24.0,Alvin Kamara,103.2608695652174,81.0,749.695652173913,4.3478260869565215,78.45652173913044,168.2608695652174,829.0869565217391,11.91304347826087,1.0,3.0,248.52
112,Joseph,Addai,2009,IND,RB,26.0,Joseph Addai,42.46153846153846,31.153846153846157,266.7692307692308,2.3846153846153846,72.29230769230769,195.7692307692308,747.0769230769231,7.6923076923076925,0.6153846153846154,4.0,248.28
113,Jamal,Lewis,2007,CLE,RB,28.0,Jamal Lewis,31.74468085106383,22.46808510638298,139.25531914893617,0.3191489361702128,70.31702127659575,299.63829787234044,1059.872340425532,7.085106382978723,4.319148936170213,7.0,247.2
114,Clinton,Portis,2008,WAS,RB,27.0,Clinton Portis,53.2,41.0,345.2,0.0,75.72,285.4,1114.2,10.2,4.8,7.0,246.5
115,Ricky,Williams,2009,MIA,RB,32.0,Ricky Williams,37.81818181818182,28.12121212121212,212.3636363636364,0.9696969696969696,72.14545454545456,155.33333333333334,639.4848484848485,3.878787878787879,4.878787878787879,9.0,245.5
116,Justin,Forsett,2014,BAL,RB,29.0,Justin Forsett,10.823529411764708,9.352941176470589,61.294117647058826,0.0,77.8941176470588,32.8235294117647,192.41176470588235,0.4705882352941176,0.5294117647058824,7.0,244.9
117,Steven,Jackson,2009,STL,RB,26.0,Steven Jackson,58.66666666666666,39.333333333333336,343.0,1.0,67.36666666666666,247.66666666666663,1028.6666666666667,6.333333333333333,5.0,6.0,244.8
118,David,Johnson,2018,ARI,RB,27.0,David Johnson,107.66666666666669,71.77777777777777,788.7777777777778,3.555555555555556,66.7,261.6666666666667,1103.888888888889,14.22222222222222,4.666666666666667,4.0,244.6
119,Saquon,Barkley,2019,NYG,RB,22.0,Saquon Barkley,121.0,91.0,721.0,4.0,75.2,261.0,1307.0,11.0,0.0,2.0,244.1
120,Marshawn,Lynch,2011,SEA,RB,25.0,Marshawn Lynch,29.177777777777777,23.73333333333333,154.82222222222222,0.0,82.02888888888889,178.3111111111111,654.0888888888888,4.844444444444444,3.7111111111111112,5.0,243.6
121,Joe,Mixon,2018,CIN,RB,22.0,Joe Mixon,34.0,30.0,287.0,0.0,88.2,178.0,626.0,4.0,3.0,2.0,243.4
122,Danny,Woodhead,2015,SDG,RB,30.0,Danny Woodhead,65.63636363636364,56.63636363636363,449.27272727272725,4.363636363636363,85.55454545454546,81.18181818181819,322.3636363636364,1.4545454545454546,1.4545454545454546,7.0,243.1
123,Steven,Jackson,2010,STL,RB,27.0,Steven Jackson,71.28571428571429,47.85714285714285,338.2857142857143,0.2857142857142857,67.0,303.7142857142857,1309.142857142857,4.857142857142857,2.857142857142857,7.0,242.4
124,Marion,Barber,2007,DAL,RB,24.0,Marion Barber,29.977777777777774,21.55555555555556,172.6,1.4222222222222225,71.92888888888889,135.86666666666667,620.4888888888889,11.4,0.8666666666666667,3.0,241.7
125,Rashard,Mendenhall,2010,PIT,RB,23.0,Rashard Mendenhall,28.77777777777778,22.444444444444443,233.88888888888889,0.8888888888888888,76.83333333333333,217.22222222222223,991.3333333333334,6.222222222222222,2.6666666666666665,3.0,241.0
126,Joe,Mixon,2022,CIN,RB,26.0,Joe Mixon,44.526315789473685,38.68421052631579,286.2105263157895,2.6842105263157894,86.4421052631579,264.6842105263158,1082.3157894736842,11.421052631578949,1.8421052631578947,6.0,240.7
127,Chris,Johnson,2013,TEN,RB,28.0,Chris Johnson,59.0,43.0,294.0,0.0,73.06666666666666,271.3333333333333,1177.6666666666667,5.333333333333333,4.333333333333333,6.0,240.2
128,Thomas,Jones,2009,NYJ,RB,31.0,Thomas Jones,39.333333333333336,33.333333333333336,210.33333333333331,1.6666666666666667,84.60000000000001,296.6666666666667,1247.6666666666667,9.0,2.0,10.0,240.0
129,Jamaal,Charles,2012,KAN,RB,26.0,Jamaal Charles,52.4,37.0,376.2,2.6,72.9,186.4,1190.2,4.0,2.6,5.0,239.5
130,Reggie,Bush,2013,DET,RB,28.0,Reggie Bush,52.0,37.5531914893617,293.27659574468083,1.680851063829787,72.21489361702127,223.48936170212767,1017.9148936170212,6.0,4.0,8.0,239.2
131,Mark,Ingram,2019,BAL,RB,30.0,Mark Ingram,44.6,35.8,268.4,0.6,79.35999999999999,174.8,836.6,8.4,3.0,9.0,238.5
132,Mark,Ingram,2016,NOR,RB,27.0,Mark Ingram,51.567567567567565,42.62162162162162,313.64864864864865,0.0,82.35135135135135,187.0810810810811,837.5135135135135,7.054054054054054,2.3513513513513518,6.0,238.2
133,Ahmad,Bradshaw,2010,NYG,RB,24.0,Ahmad Bradshaw,22.0,15.666666666666666,152.0,0.3333333333333333,74.43333333333334,131.0,637.0,5.0,3.0,4.0,237.9
134,Dalvin,Cook,2022,MIN,RB,27.0,Dalvin Cook,50.75,37.5,271.95,0.35,73.635,271.05,1298.3,9.5,3.7,6.0,237.8
135,Ladell,Betts,2006,WAS,RB,27.0,Ladell Betts,20.2,12.0,90.0,0.6,59.28,89.4,351.2,1.0,1.8,5.0,236.9
