,First,Last,Year,Tm,Pos,Age,FantasyPoints,Player
300,Kenneth,Farrow,2016,SDG,RB,23.0,37.2,Kenneth Farrow
308,Ameer,Abdullah,2016,DET,RB,23.0,26.8,Ameer Abdullah
309,Ronnie,Hillman,2016,2TM,RB,25.0,29.4,Ronnie Hillman
314,Lance,Dunbar,2016,DAL,RB,26.0,37.3,Lance Dunbar
321,Danny,Woodhead,2016,SDG,RB,31.0,27.1,Danny Woodhead
324,Jonathan,Grimes,2016,HOU,RB,27.0,32.9,Jonathan Grimes
327,Bobby,Rainey,2016,NYG,RB,29.0,39.6,Bobby Rainey
329,Benny,Cunningham,2016,LAR,RB,26.0,35.2,Benny Cunningham
336,Ka'Deem,Carey,2016,CHI,RB,24.0,23.1,Ka'Deem Carey
337,Andre,Ellington,2016,ARI,RB,27.0,30.1,Andre Ellington
340,Reggie,Bush,2016,BUF,RB,31.0,21.7,Reggie Bush
343,Denard,Robinson,2016,JAX,RB,26.0,19.6,Denard Robinson
347,Josh,Ferguson,2016,IND,RB,23.0,35.6,Josh Ferguson
348,Chris,Johnson,2016,ARI,RB,31.0,15.5,Chris Johnson
350,Terron,Ward,2016,ATL,RB,24.0,17.2,Terron Ward
355,Mack,Brown,2016,WAS,RB,25.0,15.0,Mack Brown
358,Akeem,Hunt,2016,HOU,RB,23.0,16.8,Akeem Hunt
359,Andy,Janovich,2016,DEN,RB,23.0,18.7,Andy Janovich
361,Walt,Powell,2016,BUF,RB,25.0,28.2,Walt Powell
363,Arian,Foster,2016,MIA,RB,30.0,19.3,Arian Foster
368,C.J.,Spiller,2016,2TM,RB,29.0,18.8,C.J. Spiller
374,Mike,Davis,2016,SFO,RB,23.0,14.5,Mike Davis
378,Jamaal,Charles,2016,KAN,RB,30.0,13.4,Jamaal Charles
379,Patrick,DiMarco,2016,ATL,RB,27.0,18.2,Patrick DiMarco
384,Jonathan,Williams,2016,BUF,RB,22.0,12.4,Jonathan Williams
389,Darren,McFadden,2016,DAL,RB,29.0,13.4,Darren McFadden
392,Antone,Smith,2016,TAM,RB,31.0,16.4,Antone Smith
394,George,Atkinson,2016,CLE,RB,24.0,9.4,George Atkinson
402,Marcel,Reece,2016,SEA,RB,31.0,12.3,Marcel Reece
404,Juwan,Thompson,2016,DEN,RB,24.0,8.6,Juwan Thompson
406,Fitzgerald,Toussaint,2016,PIT,RB,26.0,12.1,Fitzgerald Toussaint
408,Terrell,Watson,2016,PHI,RB,23.0,10.3,Terrell Watson
409,Derek,Watt,2016,SDG,RB,24.0,12.7,Derek Watt
410,Andre,Williams,2016,SDG,RB,24.0,8.7,Andre Williams
420,Malcolm,Brown,2016,LAR,RB,23.0,9.5,Malcolm Brown
425,Jerome,Felton,2016,BUF,RB,30.0,13.0,Jerome Felton
428,Byron,Marshall,2016,PHI,RB,22.0,10.4,Byron Marshall
437,Adrian,Peterson,2016,MIN,RB,31.0,9.0,Adrian Peterson
441,Jordan,Todman,2016,IND,RB,26.0,5.9,Jordan Todman
443,Javorius,Allen,2016,BAL,RB,25.0,7.9,Javorius Allen
444,Knile,Davis,2016,2TM,RB,25.0,10.3,Knile Davis
448,Troymaine,Pope,2016,2TM,RB,23.0,5.9,Troymaine Pope
450,Brandon,Wilds,2016,NYJ,RB,23.0,6.7,Brandon Wilds
454,Mike,James,2016,TAM,RB,25.0,8.1,Mike James
455,Taiwan,Jones,2016,OAK,RB,28.0,7.500000000000001,Taiwan Jones
456,Daniel,Lasco,2016,NOR,RB,24.0,6.3000000000000025,Daniel Lasco
462,D.J.,Foster,2016,NWE,RB,23.0,3.6,D.J. Foster
463,Don,Jackson,2016,GNB,RB,23.0,3.2,Don Jackson
464,Malcolm,Johnson,2016,CLE,RB,24.0,7.6,Malcolm Johnson
467,Isaiah,Pead,2016,MIA,RB,27.0,3.8,Isaiah Pead
468,Keith,Smith,2016,DAL,RB,24.0,5.5,Keith Smith
471,Danny,Vitale,2016,CLE,RB,23.0,6.7,Danny Vitale
472,Antonio,Andrews,2016,TEN,RB,24.0,1.5,Antonio Andrews
474,Brandon,Bolden,2016,NWE,RB,26.0,3.9,Brandon Bolden
476,James,Develin,2016,NWE,RB,28.0,4.8,James Develin
477,Jalston,Fowler,2016,TEN,RB,26.0,2.7,Jalston Fowler
481,Zach,Line,2016,MIN,RB,26.0,1.5,Zach Line
484,J.D.,McKissic,2016,SEA,RB,23.0,3.8,J.D. McKissic
486,Cedric,Peerman,2016,CIN,RB,30.0,1.5,Cedric Peerman
487,Jay,Prosch,2016,HOU,RB,24.0,2.5,Jay Prosch
499,Joe,Banyard,2016,JAX,RB,28.0,0.7,Joe Banyard
505,George,Farmer,2016,SEA,RB,23.0,1.5,George Farmer
508,Ryan,Hewitt,2016,CIN,RB,25.0,3.3,Ryan Hewitt
509,Bronson,Hill,2016,JAX,RB,23.0,1.1,Bronson Hill
511,Paul,Lasike,2016,CHI,RB,26.0,2.1,Paul Lasike
512,Terrence,Magee,2016,SEA,RB,23.0,1.2,Terrence Magee
515,Raheem,Mostert,2016,2TM,RB,24.0,0.6,Raheem Mostert
517,Roosevelt,Nix,2016,PIT,RB,24.0,2.5,Roosevelt Nix
519,Daryl,Richardson,2016,PIT,RB,26.0,0.7,Daryl Richardson
520,Stevan,Ridley,2016,ATL,RB,27.0,0.7,Stevan Ridley
522,Anthony,Sherman,2016,KAN,RB,28.0,5.1,Anthony Sherman
523,Lorenzo,Taliaferro,2016,BAL,RB,25.0,4.0,Lorenzo Taliaferro
524,Stepfan,Taylor,2016,ARI,RB,25.0,1.2,Stepfan Taylor
527,Joique,Bell,2016,2TM,RB,30.0,1.4,Joique Bell
529,Brandon,Burks,2016,NYJ,RB,23.0,-0.4,Brandon Burks
547,Joe,Kerridge,2016,GNB,RB,24.0,0.0,Joe Kerridge
556,Marcus,Murphy,2016,NOR,RB,25.0,1.3,Marcus Murphy
561,Chase,Reynolds,2016,LAR,RB,29.0,1.4,Chase Reynolds
563,Khiry,Robinson,2016,NYJ,RB,27.0,0.2,Khiry Robinson
566,Rod,Smith,2016,DAL,RB,24.0,1.4,Rod Smith
569,Will,Tukuafu,2016,SEA,RB,32.0,0.2,Will Tukuafu
576,Bralon,Addison,2016,CHI,RB,23.0,0.5,Bralon Addison
578,Tyler,Ervin,2016,HOU,RB,23.0,1.0999999999999996,Tyler Ervin
0,Todd,Gurley,2017,LAR,RB,23.0,383.3,Todd Gurley
1,Le'Veon,Bell,2017,PIT,RB,25.0,341.6,Le'Veon Bell
2,Kareem,Hunt,2017,KAN,RB,22.0,295.2,Kareem Hunt
3,Alvin,Kamara,2017,NOR,RB,22.0,312.4,Alvin Kamara
4,Melvin,Gordon,2017,LAC,RB,24.0,288.1,Melvin Gordon
7,Mark,Ingram,2017,NOR,RB,28.0,278.0,Mark Ingram
9,LeSean,McCoy,2017,BUF,RB,29.0,263.6,LeSean McCoy
12,Leonard,Fournette,2017,JAX,RB,22.0,230.2,Leonard Fournette
17,Ezekiel,Elliott,2017,DAL,RB,22.0,203.2,Ezekiel Elliott
18,Jordan,Howard,2017,CHI,RB,23.0,199.7,Jordan Howard
19,Carlos,Hyde,2017,SFO,RB,27.0,233.8,Carlos Hyde
23,Dion,Lewis,2017,NWE,RB,27.0,197.0,Dion Lewis
32,Devonta,Freeman,2017,ATL,RB,25.0,200.2,Devonta Freeman
35,Lamar,Miller,2017,HOU,RB,26.0,193.5,Lamar Miller
43,Christian,McCaffrey,2017,CAR,RB,21.0,228.6,Christian McCaffrey
47,Alex,Collins,2017,BAL,RB,23.0,171.0,Alex Collins
48,C.J.,Anderson,2017,DEN,RB,26.0,173.1,C.J. Anderson
52,Frank,Gore,2017,IND,RB,34.0,173.6,Frank Gore
53,Marshawn,Lynch,2017,OAK,RB,31.0,164.2,Marshawn Lynch
54,Latavius,Murray,2017,MIN,RB,27.0,157.5,Latavius Murray
56,Duke,Johnson,2017,CLE,RB,24.0,216.1,Duke Johnson
58,Tevin,Coleman,2017,ATL,RB,24.0,167.7,Tevin Coleman
68,DeMarco,Murray,2017,TEN,RB,29.0,171.5,DeMarco Murray
95,Jerick,McKinnon,2017,MIN,RB,25.0,176.1,Jerick McKinnon
97,Derrick,Henry,2017,TEN,RB,23.0,135.0,Derrick Henry
99,Bilal,Powell,2017,NYJ,RB,29.0,145.2,Bilal Powell
100,Javorius,Allen,2017,BAL,RB,26.0,166.1,Javorius Allen
101,Orleans,Darkwa,2017,NYG,RB,25.0,135.7,Orleans Darkwa
102,Jamaal,Williams,2017,GNB,RB,22.0,142.8,Jamaal Williams
103,Isaiah,Crowell,2017,CLE,RB,24.0,141.5,Isaiah Crowell
104,Chris,Thompson,2017,WAS,RB,27.0,151.4,Chris Thompson
105,Jay,Ajayi,2017,2TM,RB,24.0,135.1,Jay Ajayi
106,Joe,Mixon,2017,CIN,RB,21.0,141.3,Joe Mixon
108,Kenyan,Drake,2017,MIA,RB,23.0,140.3,Kenyan Drake
109,Giovani,Bernard,2017,CIN,RB,26.0,151.7,Giovani Bernard
110,Jonathan,Stewart,2017,CAR,RB,30.0,117.2,Jonathan Stewart
118,Theo,Riddick,2017,DET,RB,26.0,154.0,Theo Riddick
119,LeGarrette,Blount,2017,PHI,RB,31.0,105.6,LeGarrette Blount
120,Rex,Burkhead,2017,NWE,RB,27.0,129.8,Rex Burkhead
121,Ameer,Abdullah,2017,DET,RB,24.0,124.4,Ameer Abdullah
123,Tarik,Cohen,2017,CHI,RB,22.0,144.14,Tarik Cohen
134,Samaje,Perine,2017,WAS,RB,22.0,108.5,Samaje Perine
139,Matt,Breida,2017,SFO,RB,22.0,103.5,Matt Breida
141,Matt,Forte,2017,NYJ,RB,32.0,120.4,Matt Forte
142,Corey,Clement,2017,PHI,RB,23.0,90.4,Corey Clement
143,Marlon,Mack,2017,IND,RB,21.0,103.3,Marlon Mack
145,Austin,Ekeler,2017,LAC,RB,22.0,106.9,Austin Ekeler
151,James,White,2017,NWE,RB,25.0,134.0,James White
159,Rod,Smith,2017,DAL,RB,25.0,92.4,Rod Smith
161,Wayne,Gallman,2017,NYG,RB,23.0,104.9,Wayne Gallman
163,Aaron,Jones,2017,GNB,RB,23.0,80.0,Aaron Jones
164,Peyton,Barber,2017,TAM,RB,23.0,85.69999999999997,Peyton Barber
167,Mike,Gillislee,2017,NWE,RB,27.0,68.8,Mike Gillislee
170,Adrian,Peterson,2017,2TM,RB,32.0,78.9,Adrian Peterson
173,Doug,Martin,2017,TAM,RB,28.0,74.0,Doug Martin
176,Alfred,Morris,2017,DAL,RB,29.0,72.2,Alfred Morris
179,Chris,Ivory,2017,JAX,RB,29.0,84.7,Chris Ivory
182,J.D.,McKissic,2017,SEA,RB,24.0,97.3,J.D. McKissic
187,Devontae,Booker,2017,DEN,RB,25.0,91.4,Devontae Booker
190,Elijah,McGuire,2017,NYJ,RB,23.0,74.2,Elijah McGuire
191,Jalen,Richard,2017,OAK,RB,24.0,86.1,Jalen Richard
193,Kerwynn,Williams,2017,ARI,RB,26.0,67.9,Kerwynn Williams
195,T.J.,Yeldon,2017,JAX,RB,24.0,87.7,T.J. Yeldon
202,Dalvin,Cook,2017,MIN,RB,22.0,65.4,Dalvin Cook
207,D'Onta,Foreman,2017,HOU,RB,21.0,57.0,D'Onta Foreman
210,DeAndre,Washington,2017,OAK,RB,24.0,85.0,DeAndre Washington
220,Andre,Ellington,2017,2TM,RB,28.0,87.4,Andre Ellington
224,Charcandrick,West,2017,KAN,RB,26.0,73.2,Charcandrick West
225,Jamaal,Charles,2017,DEN,RB,31.0,67.5,Jamaal Charles
242,Shane,Vereen,2017,NYG,RB,28.0,83.69999999999997,Shane Vereen
244,Damien,Williams,2017,MIA,RB,25.0,59.6,Damien Williams
245,Corey,Grant,2017,JAX,RB,26.0,41.9,Corey Grant
246,Robert,Kelley,2017,WAS,RB,25.0,43.2,Robert Kelley
248,Alfred,Blue,2017,HOU,RB,26.0,44.6,Alfred Blue
251,Jacquizz,Rodgers,2017,TAM,RB,27.0,46.8,Jacquizz Rodgers
253,Charles,Sims,2017,TAM,RB,27.0,73.4,Charles Sims
254,Benny,Cunningham,2017,CHI,RB,27.0,56.9,Benny Cunningham
255,Mike,Davis,2017,SEA,RB,24.0,52.1,Mike Davis
256,Kyle,Juszczyk,2017,SFO,RB,26.0,69.6,Kyle Juszczyk
257,Mike,Tolbert,2017,BUF,RB,32.0,50.5,Mike Tolbert
258,Malcolm,Brown,2017,LAR,RB,24.0,44.90000000000001,Malcolm Brown
274,Wendell,Smallwood,2017,PHI,RB,23.0,46.7,Wendell Smallwood
276,Chris,Carson,2017,SEA,RB,23.0,39.7,Chris Carson
285,Tion,Green,2017,DET,RB,24.0,31.9,Tion Green
291,Elijhaa,Penny,2017,ARI,RB,24.0,32.2,Elijhaa Penny
294,Kapri,Bibbs,2017,WAS,RB,24.0,40.7,Kapri Bibbs
300,Terrance,West,2017,BAL,RB,26.0,28.1,Terrance West
301,Danny,Woodhead,2017,BAL,RB,32.0,58.6,Danny Woodhead
311,Tommy,Bohanon,2017,JAX,RB,27.0,28.8,Tommy Bohanon
312,Eddie,Lacy,2017,SEA,RB,27.0,28.6,Eddie Lacy
313,Thomas,Rawls,2017,SEA,RB,24.0,32.099999999999994,Thomas Rawls
315,Travaris,Cadet,2017,2TM,RB,28.0,37.5,Travaris Cadet
333,Kenjon,Barner,2017,PHI,RB,27.0,22.3,Kenjon Barner
336,Stevan,Ridley,2017,PIT,RB,28.0,16.8,Stevan Ridley
337,Robert,Turbin,2017,IND,RB,28.0,25.9,Robert Turbin
338,Cameron,Artis-Payne,2017,CAR,RB,27.0,16.7,Cameron Artis-Payne
339,Chris,Johnson,2017,ARI,RB,32.0,20.700000000000006,Chris Johnson
344,D.J.,Foster,2017,ARI,RB,24.0,32.2,D.J. Foster
348,Anthony,Sherman,2017,KAN,RB,29.0,20.7,Anthony Sherman
350,James,Conner,2017,PIT,RB,22.0,14.4,James Conner
351,C.J.,Ham,2017,MIN,RB,24.0,21.1,C.J. Ham
356,Jamize,Olawale,2017,OAK,RB,28.0,19.6,Jamize Olawale
357,Paul,Perkins,2017,NYG,RB,23.0,21.6,Paul Perkins
365,Jeremy,Hill,2017,CIN,RB,25.0,17.2,Jeremy Hill
367,Roosevelt,Nix,2017,PIT,RB,25.0,14.6,Roosevelt Nix
369,Fozzy,Whittaker,2017,CAR,RB,28.0,17.5,Fozzy Whittaker
373,Terron,Ward,2017,ATL,RB,25.0,15.3,Terron Ward
375,Lance,Dunbar,2017,LAR,RB,27.0,12.2,Lance Dunbar
376,Trey,Edmunds,2017,NOR,RB,23.0,10.8,Trey Edmunds
377,De'Angelo,Henderson,2017,DEN,RB,25.0,12.9,De'Angelo Henderson
379,Andy,Janovich,2017,DEN,RB,24.0,14.7,Andy Janovich
380,Branden,Oliver,2017,LAC,RB,26.0,16.9,Branden Oliver
381,C.J.,Prosise,2017,SEA,RB,23.0,17.0,C.J. Prosise
383,Darren,Sproles,2017,PHI,RB,34.0,18.4,Darren Sproles
385,Zach,Line,2017,NOR,RB,27.0,11.6,Zach Line
405,Zach,Zenner,2017,DET,RB,26.0,8.6,Zach Zenner
411,Bobby,Rainey,2017,BAL,RB,30.0,7.0,Bobby Rainey
419,Brandon,Bolden,2017,NWE,RB,27.0,8.4,Brandon Bolden
425,Brian,Hill,2017,2TM,RB,22.0,9.3,Brian Hill
426,David,Johnson,2017,ARI,RB,26.0,13.0,David Johnson
427,Tre,Madden,2017,SEA,RB,24.0,8.5,Tre Madden
428,Byron,Marshall,2017,WAS,RB,23.0,12.8,Byron Marshall
434,Jalston,Fowler,2017,TEN,RB,27.0,6.4,Jalston Fowler
437,Dwayne,Washington,2017,DET,RB,23.0,7.800000000000002,Dwayne Washington
438,Derek,Watt,2017,LAC,RB,25.0,7.9,Derek Watt
442,Tyler,Ervin,2017,HOU,RB,24.0,13.0,Tyler Ervin
444,Akeem,Hunt,2017,KAN,RB,24.0,9.4,Akeem Hunt
448,Marcus,Murphy,2017,BUF,RB,26.0,6.8,Marcus Murphy
449,Aaron,Ripkowski,2017,GNB,RB,25.0,12.2,Aaron Ripkowski
456,Mack,Brown,2017,2TM,RB,26.0,5.0,Mack Brown
458,Matthew,Dayes,2017,CLE,RB,23.0,8.200000000000001,Matthew Dayes
459,James,Develin,2017,NWE,RB,29.0,9.8,James Develin
463,Lawrence,Thomas,2017,NYJ,RB,24.0,10.4,Lawrence Thomas
468,Derrick,Coleman,2017,ATL,RB,27.0,4.8,Derrick Coleman
470,Patrick,DiMarco,2017,BUF,RB,28.0,9.6,Patrick DiMarco
477,Senorise,Perry,2017,MIA,RB,26.0,4.3,Senorise Perry
478,Jay,Prosch,2017,HOU,RB,25.0,7.1,Jay Prosch
479,De'Veon,Smith,2017,MIA,RB,23.0,5.7,De'Veon Smith
480,Keith,Smith,2017,DAL,RB,25.0,7.6,Keith Smith
482,Fitzgerald,Toussaint,2017,PIT,RB,27.0,5.4,Fitzgerald Toussaint
483,Andre,Williams,2017,LAC,RB,25.0,2.5,Andre Williams
485,Michael,Burton,2017,CHI,RB,25.0,3.7,Michael Burton
488,Josh,Ferguson,2017,IND,RB,24.0,5.1,Josh Ferguson
489,David,Fluellen,2017,TEN,RB,25.0,2.1,David Fluellen
491,Ryan,Hewitt,2017,CIN,RB,26.0,4.2,Ryan Hewitt
495,Danny,Vitale,2017,CLE,RB,24.0,4.9,Danny Vitale
499,LeShun,Daniels,2017,WAS,RB,22.0,1.4,LeShun Daniels
505,Matt,Jones,2017,IND,RB,24.0,1.4,Matt Jones
506,Taiwan,Jones,2017,BUF,RB,29.0,2.1,Taiwan Jones
507,Raheem,Mostert,2017,SFO,RB,25.0,1.0,Raheem Mostert
512,Terrell,Watson,2017,PIT,RB,24.0,0.8,Terrell Watson
529,Justin,Davis,2017,LAR,RB,22.0,0.1,Justin Davis
536,Bronson,Hill,2017,ARI,RB,24.0,-0.2,Bronson Hill
538,Joe,Kerridge,2017,GNB,RB,25.0,1.3,Joe Kerridge
539,John,Kuhn,2017,NOR,RB,35.0,0.2,John Kuhn
548,Darren,McFadden,2017,DAL,RB,30.0,-0.2,Darren McFadden
558,C.J.,Spiller,2017,KAN,RB,30.0,0.0,C.J. Spiller
570,Devante,Mays,2017,GNB,RB,23.0,1.1,Devante Mays
0,Todd,Gurley,2018,LAR,RB,24.0,366.1,Todd Gurley
1,Saquon,Barkley,2018,NYG,RB,21.0,383.8,Saquon Barkley
2,Christian,McCaffrey,2018,CAR,RB,22.0,385.5,Christian McCaffrey
3,Alvin,Kamara,2018,NOR,RB,23.0,348.2,Alvin Kamara
6,Ezekiel,Elliott,2018,DAL,RB,23.0,329.1,Ezekiel Elliott
12,Melvin,Gordon,2018,LAC,RB,25.0,271.5,Melvin Gordon
13,James,Conner,2018,PIT,RB,23.0,276.0,James Conner
22,Kareem,Hunt,2018,KAN,RB,23.0,230.2,Kareem Hunt
23,Joe,Mixon,2018,CIN,RB,22.0,243.4,Joe Mixon
25,David,Johnson,2018,ARI,RB,27.0,244.6,David Johnson
27,James,White,2018,NWE,RB,26.0,276.6,James White
28,Phillip,Lindsay,2018,DEN,RB,24.0,222.8,Phillip Lindsay
29,Derrick,Henry,2018,TEN,RB,24.0,201.36,Derrick Henry
36,Chris,Carson,2018,SEA,RB,24.0,201.4,Chris Carson
39,Nick,Chubb,2018,CLE,RB,23.0,194.5,Nick Chubb
41,Adrian,Peterson,2018,WAS,RB,33.0,189.0,Adrian Peterson
45,Tarik,Cohen,2018,CHI,RB,23.0,233.94000000000003,Tarik Cohen
47,Tevin,Coleman,2018,ATL,RB,25.0,193.6,Tevin Coleman
48,Marlon,Mack,2018,IND,RB,22.0,174.1,Marlon Mack
49,Jordan,Howard,2018,CHI,RB,24.0,180.0,Jordan Howard
55,Kenyan,Drake,2018,MIA,RB,24.0,206.2,Kenyan Drake
58,Lamar,Miller,2018,HOU,RB,27.0,172.6,Lamar Miller
61,Aaron,Jones,2018,GNB,RB,24.0,171.4,Aaron Jones
75,Matt,Breida,2018,SFO,RB,23.0,162.5,Matt Breida
99,Sony,Michel,2018,NWE,RB,23.0,139.1,Sony Michel
100,Peyton,Barber,2018,TAM,RB,24.0,150.3,Peyton Barber
101,Austin,Ekeler,2018,LAC,RB,23.0,168.8,Austin Ekeler
103,Mark,Ingram,2018,NOR,RB,29.0,142.5,Mark Ingram
104,Isaiah,Crowell,2018,NYJ,RB,25.0,140.7,Isaiah Crowell
105,T.J.,Yeldon,2018,JAX,RB,25.0,173.1,T.J. Yeldon
109,Dalvin,Cook,2018,MIN,RB,23.0,152.0,Dalvin Cook
111,Latavius,Murray,2018,MIN,RB,28.0,129.9,Latavius Murray
114,Kerryon,Johnson,2018,DET,RB,21.0,139.39999999999998,Kerryon Johnson
116,Mike,Davis,2018,SEA,RB,25.0,136.8,Mike Davis
119,Dion,Lewis,2018,TEN,RB,28.0,160.7,Dion Lewis
120,Doug,Martin,2018,OAK,RB,29.0,119.9,Doug Martin
123,Leonard,Fournette,2018,JAX,RB,23.0,120.4,Leonard Fournette
125,Nyheim,Hines,2018,IND,RB,22.0,160.9,Nyheim Hines
132,Alex,Collins,2018,BAL,RB,24.0,108.6,Alex Collins
135,LeSean,McCoy,2018,BUF,RB,30.0,127.2,LeSean McCoy
137,Frank,Gore,2018,MIA,RB,35.0,102.6,Frank Gore
139,Jalen,Richard,2018,OAK,RB,25.0,156.6,Jalen Richard
140,Wendell,Smallwood,2018,PHI,RB,24.0,115.4,Wendell Smallwood
141,Gus,Edwards,2018,BAL,RB,23.0,87.8,Gus Edwards
142,Carlos,Hyde,2018,2TM,RB,28.0,98.4,Carlos Hyde
143,Royce,Freeman,2018,DEN,RB,22.0,101.3,Royce Freeman
145,Jamaal,Williams,2018,GNB,RB,23.0,112.4,Jamaal Williams
149,Duke,Johnson,2018,CLE,RB,25.0,128.0,Duke Johnson
157,LeGarrette,Blount,2018,DET,RB,32.0,86.5,LeGarrette Blount
158,Alfred,Blue,2018,HOU,RB,27.0,97.3,Alfred Blue
162,Damien,Williams,2018,KAN,RB,26.0,98.6,Damien Williams
163,Josh,Adams,2018,PHI,RB,22.0,79.9,Josh Adams
178,Ito,Smith,2018,ATL,RB,23.0,97.7,Ito Smith
182,Elijah,McGuire,2018,NYJ,RB,24.0,85.9,Elijah McGuire
186,Chris,Ivory,2018,BUF,RB,30.0,78.0,Chris Ivory
188,Marshawn,Lynch,2018,OAK,RB,32.0,79.0,Marshawn Lynch
191,Jaylen,Samuels,2018,PIT,RB,22.0,89.5,Jaylen Samuels
193,C.J.,Anderson,2018,2TM,RB,27.0,67.4,C.J. Anderson
196,Giovani,Bernard,2018,CIN,RB,27.0,95.9,Giovani Bernard
197,Rashaad,Penny,2018,SEA,RB,22.0,70.4,Rashaad Penny
198,Alfred,Morris,2018,SFO,RB,30.0,68.1,Alfred Morris
199,Javorius,Allen,2018,BAL,RB,27.0,93.6,Javorius Allen
200,Corey,Clement,2018,PHI,RB,24.0,79.1,Corey Clement
202,Spencer,Ware,2018,KAN,RB,27.0,79.0,Spencer Ware
204,Theo,Riddick,2018,DET,RB,27.0,116.5,Theo Riddick
217,Chris,Thompson,2018,WAS,RB,28.0,91.6,Chris Thompson
218,Devontae,Booker,2018,DEN,RB,26.0,87.8,Devontae Booker
221,Zach,Zenner,2018,DET,RB,27.0,57.1,Zach Zenner
224,Bilal,Powell,2018,NYJ,RB,30.0,60.3,Bilal Powell
226,Kenneth,Dixon,2018,BAL,RB,24.0,54.4,Kenneth Dixon
231,Kapri,Bibbs,2018,2TM,RB,25.0,61.8,Kapri Bibbs
232,Justin,Jackson,2018,LAC,RB,23.0,61.1,Justin Jackson
235,Darren,Sproles,2018,PHI,RB,35.0,61.0,Darren Sproles
237,Jacquizz,Rodgers,2018,TAM,RB,28.0,83.0,Jacquizz Rodgers
243,Jordan,Wilkins,2018,IND,RB,24.0,60.1,Jordan Wilkins
244,Chase,Edmonds,2018,ARI,RB,22.0,63.1,Chase Edmonds
257,Jay,Ajayi,2018,PHI,RB,25.0,41.4,Jay Ajayi
258,Kyle,Juszczyk,2018,SFO,RB,27.0,67.4,Kyle Juszczyk
262,Rex,Burkhead,2018,NWE,RB,28.0,49.7,Rex Burkhead
271,Malcolm,Brown,2018,LAR,RB,25.0,37.4,Malcolm Brown
276,Raheem,Mostert,2018,SFO,RB,26.0,38.6,Raheem Mostert
281,Trenton,Cannon,2018,NYJ,RB,24.0,48.7,Trenton Cannon
283,Jeff,Wilson,2018,SFO,RB,23.0,44.40000000000001,Jeff Wilson
284,James,Develin,2018,NWE,RB,30.0,42.90000000000001,James Develin
285,Wayne,Gallman,2018,NYG,RB,24.0,44.5,Wayne Gallman
296,Kalen,Ballage,2018,MIA,RB,23.0,37.7,Kalen Ballage
303,Marcus,Murphy,2018,BUF,RB,27.0,38.6,Marcus Murphy
313,Brandon,Bolden,2018,MIA,RB,28.0,29.4,Brandon Bolden
322,Rod,Smith,2018,DAL,RB,26.0,33.7,Rod Smith
344,Andy,Janovich,2018,DEN,RB,25.0,25.7,Andy Janovich
345,Zach,Line,2018,NOR,RB,28.0,22.5,Zach Line
356,Anthony,Sherman,2018,KAN,RB,30.0,23.8,Anthony Sherman
359,Brian,Hill,2018,ATL,RB,23.0,15.599999999999998,Brian Hill
361,Taquan,Mizzell,2018,CHI,RB,25.0,23.4,Taquan Mizzell
367,Dwayne,Washington,2018,NOR,RB,24.0,15.4,Dwayne Washington
368,Alex,Armah,2018,CAR,RB,24.0,15.0,Alex Armah
369,Cameron,Artis-Payne,2018,CAR,RB,28.0,17.4,Cameron Artis-Payne
373,Ronald,Jones,2018,TAM,RB,21.0,20.700000000000006,Ronald Jones
383,Darrel,Williams,2018,KAN,RB,23.0,16.1,Darrel Williams
385,Stevan,Ridley,2018,PIT,RB,29.0,14.8,Stevan Ridley
389,Corey,Grant,2018,JAX,RB,27.0,19.7,Corey Grant
393,Keith,Ford,2018,BUF,RB,24.0,13.0,Keith Ford
394,John,Kelly,2018,LAR,RB,22.0,12.1,John Kelly
400,DeAndre,Washington,2018,OAK,RB,25.0,11.4,DeAndre Washington
401,Charcandrick,West,2018,KAN,RB,27.0,11.6,Charcandrick West
403,D'Onta,Foreman,2018,HOU,RB,22.0,10.7,D'Onta Foreman
404,Devonta,Freeman,2018,ATL,RB,26.0,14.1,Devonta Freeman
405,C.J.,Ham,2018,MIN,RB,25.0,20.3,C.J. Ham
406,Dontrell,Hilliard,2018,CLE,RB,23.0,17.5,Dontrell Hilliard
413,Elijhaa,Penny,2018,NYG,RB,25.0,15.5,Elijhaa Penny
415,Mark,Walton,2018,CIN,RB,21.0,12.5,Mark Walton
417,Kenjon,Barner,2018,2TM,RB,28.0,8.4,Kenjon Barner
420,Patrick,DiMarco,2018,BUF,RB,29.0,10.1,Patrick DiMarco
423,Detrez,Newsome,2018,LAC,RB,24.0,8.8,Detrez Newsome
430,Bradley,Sowell,2018,CHI,RB,29.0,7.2,Bradley Sowell
434,Mike,Boone,2018,MIN,RB,23.0,6.8000000000000025,Mike Boone
444,Roc,Thomas,2018,MIN,RB,23.0,7.1,Roc Thomas
448,Tommy,Bohanon,2018,JAX,RB,28.0,10.1,Tommy Bohanon
451,Tyler,Ervin,2018,HOU,RB,25.0,6.5,Tyler Ervin
456,T.J.,Logan,2018,ARI,RB,24.0,10.9,T.J. Logan
457,Tre,Madden,2018,SEA,RB,25.0,5.8,Tre Madden
458,Byron,Marshall,2018,WAS,RB,24.0,7.9,Byron Marshall
460,Roosevelt,Nix,2018,PIT,RB,26.0,8.2,Roosevelt Nix
461,Samaje,Perine,2018,WAS,RB,23.0,6.7,Samaje Perine
465,David,Williams,2018,JAX,RB,24.0,3.6,David Williams
