,First,Last,Year,Tm,Pos,Age,FantasyPoints,Player
467,Benny,Cunningham,2018,CHI,RB,28.0,3.9,Benny Cunningham
468,Mike,Gillislee,2018,NOR,RB,28.0,4.199999999999998,Mike Gillislee
469,Jeremy,Hill,2018,NWE,RB,26.0,4.1,Jeremy Hill
470,Jeremy,Langford,2018,ATL,RB,27.0,2.5,Jeremy Langford
473,Shaun,Wilson,2018,TAM,RB,23.0,6.4,Shaun Wilson
475,Nick,Bellore,2018,DET,RB,29.0,5.5,Nick Bellore
476,Travaris,Cadet,2018,CAR,RB,29.0,3.2,Travaris Cadet
479,Derrick,Coleman,2018,ARI,RB,28.0,4.0,Derrick Coleman
482,Justin,Davis,2018,LAR,RB,23.0,1.9,Justin Davis
484,David,Fluellen,2018,TEN,RB,26.0,1.6,David Fluellen
488,Darius,Jackson,2018,2TM,RB,25.0,1.6,Darius Jackson
491,C.J.,Prosise,2018,SEA,RB,24.0,4.9,C.J. Prosise
493,Keith,Smith,2018,OAK,RB,26.0,7.3,Keith Smith
494,Jonathan,Stewart,2018,NYG,RB,31.0,1.7,Jonathan Stewart
496,De'Lance,Turner,2018,BAL,RB,23.0,4.1000000000000005,De'Lance Turner
498,Brandon,Wilds,2018,JAX,RB,25.0,1.5,Brandon Wilds
502,Ameer,Abdullah,2018,2TM,RB,25.0,3.9,Ameer Abdullah
504,Michael,Burton,2018,CHI,RB,26.0,1.6,Michael Burton
506,Jamaal,Charles,2018,JAX,RB,32.0,3.4000000000000004,Jamaal Charles
516,Robert,Kelley,2018,WAS,RB,26.0,0.8,Robert Kelley
523,J.D.,McKissic,2018,SEA,RB,25.0,0.8,J.D. McKissic
524,Jeremy,McNichols,2018,2TM,RB,23.0,0.8,Jeremy McNichols
525,Christine,Michael,2018,IND,RB,28.0,0.9,Christine Michael
527,Jamize,Olawale,2018,DAL,RB,29.0,3.3,Jamize Olawale
528,Ricky,Ortiz,2018,ATL,RB,24.0,4.1,Ricky Ortiz
534,Derek,Watt,2018,LAC,RB,26.0,2.3,Derek Watt
566,De'Angelo,Henderson,2018,NYJ,RB,26.0,-0.1,De'Angelo Henderson
603,Danny,Vitale,2018,GNB,RB,25.0,1.2,Danny Vitale
609,Jonathan,Williams,2018,NOR,RB,24.0,1.1,Jonathan Williams
616,Robert,Turbin,2018,IND,RB,29.0,0.2999999999999998,Robert Turbin
0,Christian,McCaffrey,2019,CAR,RB,23.0,469.2,Christian McCaffrey
2,Derrick,Henry,2019,TEN,RB,25.0,294.6,Derrick Henry
3,Aaron,Jones,2019,GNB,RB,25.0,314.8,Aaron Jones
4,Ezekiel,Elliott,2019,DAL,RB,24.0,311.7,Ezekiel Elliott
5,Dalvin,Cook,2019,MIN,RB,24.0,292.4,Dalvin Cook
8,Nick,Chubb,2019,CLE,RB,24.0,255.2,Nick Chubb
9,Austin,Ekeler,2019,LAC,RB,24.0,309.0,Austin Ekeler
10,Mark,Ingram,2019,BAL,RB,30.0,238.5,Mark Ingram
17,Chris,Carson,2019,SEA,RB,25.0,232.6,Chris Carson
20,Saquon,Barkley,2019,NYG,RB,22.0,244.1,Saquon Barkley
22,Joe,Mixon,2019,CIN,RB,23.0,225.4,Joe Mixon
23,Todd,Gurley,2019,LAR,RB,25.0,217.4,Todd Gurley
28,Leonard,Fournette,2019,JAX,RB,24.0,259.4,Leonard Fournette
35,Josh,Jacobs,2019,OAK,RB,21.0,191.6,Josh Jacobs
37,Miles,Sanders,2019,PHI,RB,22.0,216.7,Miles Sanders
40,Alvin,Kamara,2019,NOR,RB,24.0,248.52,Alvin Kamara
41,Marlon,Mack,2019,IND,RB,23.0,179.29999999999995,Marlon Mack
46,Kenyan,Drake,2019,2TM,RB,25.0,212.2,Kenyan Drake
48,Phillip,Lindsay,2019,DEN,RB,25.0,197.7,Phillip Lindsay
60,Raheem,Mostert,2019,SFO,RB,27.0,165.2,Raheem Mostert
62,Le'Veon,Bell,2019,NYJ,RB,27.0,213.0,Le'Veon Bell
65,David,Montgomery,2019,CHI,RB,22.0,170.4,David Montgomery
71,Carlos,Hyde,2019,HOU,RB,29.0,153.2,Carlos Hyde
74,Sony,Michel,2019,NWE,RB,24.0,152.6,Sony Michel
95,Devonta,Freeman,2019,ATL,RB,27.0,197.6,Devonta Freeman
96,Melvin,Gordon,2019,LAC,RB,26.0,180.8,Melvin Gordon
97,Ronald,Jones,2019,TAM,RB,22.0,166.3,Ronald Jones
98,Adrian,Peterson,2019,WAS,RB,34.0,147.0,Adrian Peterson
100,James,White,2019,NWE,RB,27.0,198.2,James White
103,Latavius,Murray,2019,NOR,RB,29.0,157.2,Latavius Murray
106,Devin,Singletary,2019,BUF,RB,22.0,147.9,Devin Singletary
109,Tevin,Coleman,2019,SFO,RB,26.0,135.4,Tevin Coleman
110,James,Conner,2019,PIT,RB,24.0,145.5,James Conner
112,Damien,Williams,2019,KAN,RB,27.0,141.1,Damien Williams
115,Duke,Johnson,2019,HOU,RB,26.0,154.0,Duke Johnson
117,Jamaal,Williams,2019,GNB,RB,24.0,146.3,Jamaal Williams
118,David,Johnson,2019,ARI,RB,28.0,141.5,David Johnson
124,Peyton,Barber,2019,TAM,RB,25.0,114.5,Peyton Barber
125,Jordan,Howard,2019,PHI,RB,25.0,111.4,Jordan Howard
130,Royce,Freeman,2019,DEN,RB,23.0,142.2,Royce Freeman
133,LeSean,McCoy,2019,KAN,RB,31.0,118.6,LeSean McCoy
138,Gus,Edwards,2019,BAL,RB,24.0,92.6,Gus Edwards
139,DeAndre,Washington,2019,OAK,RB,26.0,121.9,DeAndre Washington
140,Tarik,Cohen,2019,CHI,RB,24.0,163.9,Tarik Cohen
146,Matt,Breida,2019,SFO,RB,24.0,103.3,Matt Breida
149,Frank,Gore,2019,BUF,RB,36.0,94.9,Frank Gore
159,Kerryon,Johnson,2019,DET,RB,22.0,85.0,Kerryon Johnson
161,Rex,Burkhead,2019,NWE,RB,29.0,101.1,Rex Burkhead
162,Nyheim,Hines,2019,IND,RB,23.0,105.9,Nyheim Hines
163,Tony,Pollard,2019,DAL,RB,22.0,87.2,Tony Pollard
164,Boston,Scott,2019,PHI,RB,24.0,96.9,Boston Scott
168,Chase,Edmonds,2019,ARI,RB,23.0,82.8,Chase Edmonds
177,Rashaad,Penny,2019,SEA,RB,23.0,75.3,Rashaad Penny
183,Kareem,Hunt,2019,CLE,RB,24.0,101.4,Kareem Hunt
189,Alexander,Mattison,2019,MIN,RB,21.0,68.4,Alexander Mattison
191,Malcolm,Brown,2019,LAR,RB,26.0,59.1,Malcolm Brown
193,Brian,Hill,2019,ATL,RB,24.0,67.19999999999999,Brian Hill
194,Jaylen,Samuels,2019,PIT,RB,23.0,104.4,Jaylen Samuels
202,Benny,Snell,2019,PIT,RB,21.0,57.9,Benny Snell
210,Darrel,Williams,2019,KAN,RB,24.0,67.80000000000001,Darrel Williams
213,Chris,Thompson,2019,WAS,RB,29.0,93.6,Chris Thompson
217,Derrius,Guice,2019,WAS,RB,22.0,57.4,Derrius Guice
220,J.D.,McKissic,2019,DET,RB,26.0,83.8,J.D. McKissic
224,Mike,Boone,2019,MIN,RB,24.0,50.0,Mike Boone
228,Jalen,Richard,2019,OAK,RB,26.0,82.8,Jalen Richard
229,Jordan,Wilkins,2019,IND,RB,25.0,54.0,Jordan Wilkins
232,Patrick,Laird,2019,MIA,RB,24.0,66.2,Patrick Laird
236,Jeff,Wilson,2019,SFO,RB,24.0,46.9,Jeff Wilson
239,Brandon,Bolden,2019,NWE,RB,29.0,50.9,Brandon Bolden
240,Justice,Hill,2019,BAL,RB,22.0,49.5,Justice Hill
243,Bo,Scarbrough,2019,DET,RB,23.0,43.2,Bo Scarbrough
246,Dion,Lewis,2019,TEN,RB,29.0,66.3,Dion Lewis
250,Dare,Ogunbowale,2019,TAM,RB,25.0,75.3,Dare Ogunbowale
252,Kalen,Ballage,2019,MIA,RB,24.0,51.8,Kalen Ballage
253,Giovani,Bernard,2019,CIN,RB,28.0,68.4,Giovani Bernard
256,Ryquell,Armstead,2019,JAX,RB,23.0,51.2,Ryquell Armstead
257,Wayne,Gallman,2019,NYG,RB,25.0,48.2,Wayne Gallman
261,Ty,Johnson,2019,DET,RB,22.0,60.2,Ty Johnson
266,Jonathan,Williams,2019,IND,RB,25.0,40.4,Jonathan Williams
277,Kyle,Juszczyk,2019,SFO,RB,28.0,50.6,Kyle Juszczyk
280,Qadree,Ollison,2019,ATL,RB,23.0,30.7,Qadree Ollison
291,Mark,Walton,2019,MIA,RB,22.0,42.0,Mark Walton
296,Dontrell,Hilliard,2019,CLE,RB,24.0,38.1,Dontrell Hilliard
298,Bilal,Powell,2019,NYJ,RB,31.0,33.2,Bilal Powell
306,Ito,Smith,2019,ATL,RB,24.0,36.3,Ito Smith
308,Ameer,Abdullah,2019,MIN,RB,26.0,39.3,Ameer Abdullah
309,Myles,Gaskin,2019,MIA,RB,22.0,31.4,Myles Gaskin
314,Reggie,Bonnafon,2019,CAR,RB,23.0,29.3,Reggie Bonnafon
318,Darwin,Thompson,2019,KAN,RB,23.0,32.1,Darwin Thompson
321,Justin,Jackson,2019,LAC,RB,24.0,31.2,Justin Jackson
327,C.J.,Ham,2019,MIN,RB,26.0,37.6,C.J. Ham
337,Ty,Montgomery,2019,NYJ,RB,26.0,32.3,Ty Montgomery
338,C.J.,Prosise,2019,SEA,RB,25.0,28.8,C.J. Prosise
340,Darrell,Henderson,2019,LAR,RB,22.0,22.4,Darrell Henderson
344,Travis,Homer,2019,SEA,RB,21.0,28.0,Travis Homer
352,T.J.,Yeldon,2019,BUF,RB,26.0,29.7,T.J. Yeldon
353,Andrew,Beck,2019,DEN,RB,23.0,24.54000000000001,Andrew Beck
359,Wendell,Smallwood,2019,WAS,RB,25.0,23.5,Wendell Smallwood
362,Trey,Edmunds,2019,PIT,RB,25.0,20.0,Trey Edmunds
364,Wes,Hills,2019,DET,RB,24.0,16.2,Wes Hills
373,Kerrith,Whyte,2019,PIT,RB,23.0,14.1,Kerrith Whyte
378,Alec,Ingold,2019,OAK,RB,23.0,18.1,Alec Ingold
379,Javorius,Allen,2019,NYG,RB,28.0,11.5,Javorius Allen
381,Darren,Sproles,2019,PHI,RB,36.0,15.0,Darren Sproles
388,Andy,Janovich,2019,DEN,RB,26.0,15.3,Andy Janovich
392,Danny,Vitale,2019,GNB,RB,26.0,17.0,Danny Vitale
393,Derek,Watt,2019,LAC,RB,27.0,13.2,Derek Watt
395,Kenjon,Barner,2019,ATL,RB,29.0,9.12,Kenjon Barner
401,D'Ernest,Johnson,2019,CLE,RB,23.0,15.2,D'Ernest Johnson
402,Marshawn,Lynch,2019,SEA,RB,33.0,9.4,Marshawn Lynch
404,Alex,Armah,2019,CAR,RB,25.0,9.7,Alex Armah
405,Nick,Bellore,2019,SEA,RB,30.0,10.3,Nick Bellore
414,Devontae,Booker,2019,DEN,RB,27.0,12.6,Devontae Booker
415,Tra,Carson,2019,2TM,RB,27.0,10.6,Tra Carson
416,Cethan,Carter,2019,CIN,RB,24.0,9.3,Cethan Carter
418,Troymaine,Pope,2019,LAC,RB,26.0,9.4,Troymaine Pope
423,Spencer,Ware,2019,KAN,RB,28.0,12.3,Spencer Ware
424,Dwayne,Washington,2019,NOR,RB,25.0,7.6,Dwayne Washington
430,Zach,Line,2019,NOR,RB,29.0,11.6,Zach Line
434,Khari,Blasingame,2019,TEN,RB,23.0,9.4,Khari Blasingame
436,Mike,Davis,2019,2TM,RB,26.0,11.9,Mike Davis
437,Patrick,DiMarco,2019,BUF,RB,30.0,9.8,Patrick DiMarco
438,Jon,Hilliman,2019,NYG,RB,24.0,8.2,Jon Hilliman
440,Taiwan,Jones,2019,HOU,RB,31.0,5.9,Taiwan Jones
442,Devine,Ozigbo,2019,JAX,RB,23.0,8.0,Devine Ozigbo
443,Elijhaa,Penny,2019,NYG,RB,26.0,6.8,Elijhaa Penny
449,C.J.,Anderson,2019,DET,RB,28.0,4.3,C.J. Anderson
455,Paul,Perkins,2019,DET,RB,25.0,4.8,Paul Perkins
456,Jay,Ajayi,2019,PHI,RB,26.0,3.0,Jay Ajayi
461,Dalyn,Dawkins,2019,TEN,RB,25.0,2.6,Dalyn Dawkins
473,Anthony,Sherman,2019,KAN,RB,31.0,5.1000000000000005,Anthony Sherman
477,Nick,Bawden,2019,DET,RB,23.0,5.7,Nick Bawden
484,Tyler,Ervin,2019,2TM,RB,26.0,4.1,Tyler Ervin
487,T.J.,Logan,2019,TAM,RB,25.0,4.3,T.J. Logan
492,Samaje,Perine,2019,2TM,RB,24.0,1.6,Samaje Perine
494,Keith,Smith,2019,ATL,RB,27.0,3.1,Keith Smith
497,Zach,Zenner,2019,3TM,RB,28.0,3.7,Zach Zenner
498,Josh,Adams,2019,NYJ,RB,23.0,1.2,Josh Adams
500,Tony,Brooks-James,2019,PIT,RB,25.0,0.7,Tony Brooks-James
503,Josh,Ferguson,2019,WAS,RB,26.0,0.9,Josh Ferguson
508,Damien,Harris,2019,NWE,RB,22.0,1.2,Damien Harris
512,Buddy,Howell,2019,HOU,RB,23.0,1.0,Buddy Howell
513,Jakob,Johnson,2019,NWE,RB,25.0,1.5,Jakob Johnson
515,John,Kelly,2019,LAR,RB,23.0,0.9,John Kelly
519,Ryan,Nall,2019,CHI,RB,24.0,0.8,Ryan Nall
522,Ricky,Ortiz,2019,NOR,RB,25.0,1.8,Ricky Ortiz
523,Jordan,Scarlett,2019,CAR,RB,23.0,0.9,Jordan Scarlett
533,De'Lance,Turner,2019,MIA,RB,24.0,0.6,De'Lance Turner
535,Dexter,Williams,2019,GNB,RB,22.0,1.1,Dexter Williams
550,James,Develin,2019,NWE,RB,31.0,0.3,James Develin
583,Alfred,Morris,2019,ARI,RB,31.0,0.4,Alfred Morris
586,Roosevelt,Nix,2019,PIT,RB,27.0,2.4,Roosevelt Nix
589,Senorise,Perry,2019,BUF,RB,28.0,1.4,Senorise Perry
0,Derrick,Henry,2020,TEN,RB,26.0,333.0,Derrick Henry
1,Alvin,Kamara,2020,NOR,RB,25.0,378.0,Alvin Kamara
2,Dalvin,Cook,2020,MIN,RB,25.0,338.0,Dalvin Cook
11,Jonathan,Taylor,2020,IND,RB,21.0,253.0,Jonathan Taylor
12,Aaron,Jones,2020,GNB,RB,26.0,259.0,Aaron Jones
14,David,Montgomery,2020,CHI,RB,23.0,265.0,David Montgomery
17,James,Robinson,2020,JAX,RB,22.0,250.0,James Robinson
18,Josh,Jacobs,2020,LVR,RB,22.0,231.0,Josh Jacobs
21,Nick,Chubb,2020,CLE,RB,25.0,208.0,Nick Chubb
30,Kareem,Hunt,2020,CLE,RB,25.0,219.0,Kareem Hunt
32,Ezekiel,Elliott,2020,DAL,RB,25.0,224.0,Ezekiel Elliott
34,Kenyan,Drake,2020,ARI,RB,26.0,192.0,Kenyan Drake
35,Melvin,Gordon,2020,DEN,RB,27.0,198.0,Melvin Gordon
36,Antonio,Gibson,2020,WAS,RB,22.0,202.0,Antonio Gibson
40,Ronald,Jones,2020,TAM,RB,23.0,186.0,Ronald Jones II
47,Chris,Carson,2020,SEA,RB,26.0,188.0,Chris Carson
48,J.K.,Dobbins,2020,BAL,RB,22.0,169.0,J.K. Dobbins
53,Mike,Davis,2020,CAR,RB,27.0,207.0,Mike Davis
55,David,Johnson,2020,HOU,RB,29.0,180.0,David Johnson
59,D'Andre,Swift,2020,DET,RB,21.0,190.0,D'Andre Swift
60,Miles,Sanders,2020,PHI,RB,23.0,170.0,Miles Sanders
64,Clyde,Edwards-Helaire,2020,KAN,RB,21.0,176.0,Clyde Edwards-Helaire
68,Todd,Gurley,2020,ATL,RB,26.0,163.0,Todd Gurley
76,Nyheim,Hines,2020,IND,RB,24.0,193.0,Nyheim Hines
98,James,Conner,2020,PIT,RB,25.0,165.0,James Conner
99,Jeff,Wilson,2020,SFO,RB,25.0,142.0,Jeff Wilson
105,Myles,Gaskin,2020,MIA,RB,23.0,164.0,Myles Gaskin
106,Gus,Edwards,2020,BAL,RB,25.0,128.0,Gus Edwards
108,Wayne,Gallman,2020,NYG,RB,26.0,137.0,Wayne Gallman
111,Chase,Edmonds,2020,ARI,RB,24.0,168.0,Chase Edmonds
114,Darrell,Henderson,2020,LAR,RB,23.0,130.0,Darrell Henderson
116,Latavius,Murray,2020,NOR,RB,30.0,136.0,Latavius Murray
117,Adrian,Peterson,2020,DET,RB,35.0,125.0,Adrian Peterson
118,Giovani,Bernard,2020,CIN,RB,29.0,158.0,Giovani Bernard
119,Austin,Ekeler,2020,LAC,RB,25.0,165.0,Austin Ekeler
120,J.D.,McKissic,2020,WAS,RB,27.0,191.0,J.D. McKissic
126,Devin,Singletary,2020,BUF,RB,23.0,144.0,Devin Singletary
138,Leonard,Fournette,2020,TAM,RB,25.0,132.0,Leonard Fournette
139,Jamaal,Williams,2020,GNB,RB,25.0,127.0,Jamaal Williams
141,Jerick,McKinnon,2020,SFO,RB,28.0,126.0,Jerick McKinnon
143,Tony,Pollard,2020,DAL,RB,23.0,121.0,Tony Pollard
144,Cam,Akers,2020,LAR,RB,21.0,102.0,Cam Akers
148,Zack,Moss,2020,BUF,RB,23.0,102.0,Zack Moss
151,Malcolm,Brown,2020,LAR,RB,27.0,109.0,Malcolm Brown
153,Damien,Harris,2020,NWE,RB,23.0,91.0,Damien Harris
155,Frank,Gore,2020,NYJ,RB,37.0,100.0,Frank Gore
160,Raheem,Mostert,2020,SFO,RB,28.0,100.0,Raheem Mostert
162,Rex,Burkhead,2020,NWE,RB,30.0,108.0,Rex Burkhead
165,Joe,Mixon,2020,CIN,RB,24.0,100.0,Joe Mixon
170,Alexander,Mattison,2020,MIN,RB,22.0,87.0,Alexander Mattison
171,Christian,McCaffrey,2020,CAR,RB,24.0,90.0,Christian McCaffrey
175,Boston,Scott,2020,PHI,RB,25.0,96.0,Boston Scott
177,Brian,Hill,2020,ATL,RB,25.0,95.0,Brian Hill
180,Devontae,Booker,2020,LVR,RB,28.0,86.0,Devontae Booker
182,Carlos,Hyde,2020,SEA,RB,30.0,85.0,Carlos Hyde
190,Sony,Michel,2020,NWE,RB,25.0,75.0,Sony Michel
191,James,White,2020,NWE,RB,28.0,117.0,James White
193,Kalen,Ballage,2020,2TM,RB,25.0,94.0,Kalen Ballage
195,Benny,Snell,2020,PIT,RB,22.0,75.0,Benny Snell Jr.
200,Kyle,Juszczyk,2020,SFO,RB,29.0,82.0,Kyle Juszczyk
210,Le'Veon,Bell,2020,2TM,RB,28.0,75.0,Le'Veon Bell
211,Phillip,Lindsay,2020,DEN,RB,26.0,66.0,Phillip Lindsay
213,Salvon,Ahmed,2020,MIA,RB,22.0,69.0,Salvon Ahmed
214,Joshua,Kelley,2020,LAC,RB,23.0,81.0,Joshua Kelley
218,Duke,Johnson,2020,HOU,RB,27.0,84.0,Duke Johnson
223,Samaje,Perine,2020,CIN,RB,25.0,66.0,Samaje Perine
226,Kerryon,Johnson,2020,DET,RB,23.0,72.0,Kerryon Johnson
230,Peyton,Barber,2020,WAS,RB,26.0,55.0,Peyton Barber
236,Jordan,Wilkins,2020,IND,RB,26.0,61.0,Jordan Wilkins
243,Mark,Ingram,2020,BAL,RB,31.0,53.0,Mark Ingram
244,Ty,Johnson,2020,2TM,RB,23.0,63.0,Ty Johnson
248,Justin,Jackson,2020,LAC,RB,24.0,65.0,Justin Jackson
257,La'Mical,Perine,2020,NYJ,RB,22.0,53.0,La'Mical Perine
264,DeeJay,Dallas,2020,SEA,RB,22.0,57.0,DeeJay Dallas
265,Ito,Smith,2020,ATL,RB,25.0,57.0,Ito Smith
269,AJ,Dillon,2020,GNB,RB,22.0,40.0,AJ Dillon
270,Dion,Lewis,2020,NYG,RB,30.0,57.0,Dion Lewis
272,Alfred,Morris,2020,NYG,RB,32.0,41.0,Alfred Morris
275,Darrel,Williams,2020,KAN,RB,25.0,55.0,Darrel Williams
282,Matt,Breida,2020,MIA,RB,25.0,42.0,Matt Breida
288,Jeremy,McNichols,2020,TEN,RB,25.0,44.0,Jeremy McNichols
289,Jalen,Richard,2020,LVR,RB,27.0,51.0,Jalen Richard
290,Josh,Adams,2020,NYJ,RB,24.0,37.0,Josh Adams
296,Jordan,Howard,2020,2TM,RB,26.0,31.0,Jordan Howard
300,Devonta,Freeman,2020,NYG,RB,28.0,36.0,Devonta Freeman
310,Rodney,Smith,2020,CAR,RB,24.0,37.0,Rodney Smith
314,Lynn,Bowden,2020,MIA,RB,23.0,54.0,Lynn Bowden Jr.
319,Darwin,Thompson,2020,KAN,RB,23.0,33.0,Darwin Thompson
322,Royce,Freeman,2020,DEN,RB,24.0,37.0,Royce Freeman
324,Jamycal,Hasty,2020,SFO,RB,24.0,31.0,Jamycal Hasty
326,Travis,Homer,2020,SEA,RB,22.0,33.0,Travis Homer
330,Chris,Thompson,2020,JAX,RB,30.0,43.0,Chris Thompson
332,Ameer,Abdullah,2020,MIN,RB,27.0,30.0,Ameer Abdullah
339,Alex,Collins,2020,SEA,RB,26.0,21.0,Alex Collins
340,Dare,Ogunbowale,2020,JAX,RB,26.0,30.0,Dare Ogunbowale
342,Antonio,Williams,2020,BUF,RB,23.0,21.0,Antonio Williams
348,C.J.,Ham,2020,MIN,RB,27.0,26.0,C.J. Ham
352,D'Ernest,Johnson,2020,CLE,RB,24.0,21.0,D'Ernest Johnson
359,Ke'Shawn,Vaughn,2020,TAM,RB,23.0,23.0,Ke'Shawn Vaughn
362,Alec,Ingold,2020,LVR,RB,24.0,29.0,Alec Ingold
364,Anthony,McFarland,2020,PIT,RB,21.0,23.0,Anthony McFarland Jr.
370,Trayveon,Williams,2020,CIN,RB,23.0,22.0,Trayveon Williams
373,Corey,Clement,2020,PHI,RB,26.0,21.0,Corey Clement
374,D'Onta,Foreman,2020,TEN,RB,24.0,17.0,D'Onta Foreman
375,Malcolm,Perry,2020,MIA,RB,23.0,25.0,Malcolm Perry
379,Reggie,Bonnafon,2020,CAR,RB,24.0,17.0,Reggie Bonnafon
381,Tyler,Ervin,2020,GNB,RB,27.0,26.0,Tyler Ervin
384,Gabe,Nabers,2020,LAC,RB,23.0,20.0,Gabe Nabers
387,T.J.,Yeldon,2020,BUF,RB,27.0,16.0,T.J. Yeldon
389,Darrynton,Evans,2020,TEN,RB,22.0,16.0,Darrynton Evans
393,Mike,Boone,2020,MIN,RB,25.0,15.0,Mike Boone
395,LeSean,McCoy,2020,TAM,RB,32.0,28.0,LeSean McCoy
396,Ty,Montgomery,2020,NOR,RB,27.0,16.0,Ty Montgomery
397,Ryan,Nall,2020,CHI,RB,25.0,21.0,Ryan Nall
400,Tarik,Cohen,2020,CHI,RB,25.0,18.0,Tarik Cohen
404,Patrick,Laird,2020,MIA,RB,25.0,22.0,Patrick Laird
407,Troymaine,Pope,2020,LAC,RB,27.0,20.0,Troymaine Pope
408,DeAndre,Washington,2020,2TM,RB,27.0,17.0,DeAndre Washington
418,J.J.,Taylor,2020,NWE,RB,22.0,12.0,J.J. Taylor
422,Jakob,Johnson,2020,NWE,RB,26.0,18.0,Jakob Johnson
426,Saquon,Barkley,2020,NYG,RB,23.0,15.0,Saquon Barkley
429,Tevin,Coleman,2020,SFO,RB,27.0,13.0,Tevin Coleman
434,Artavis,Pierce,2020,CHI,RB,24.0,9.0,Artavis Pierce
441,Justice,Hill,2020,BAL,RB,23.0,13.0,Justice Hill
443,C.J.,Prosise,2020,HOU,RB,26.0,13.0,C.J. Prosise
444,Patrick,Ricard,2020,BAL,RB,26.0,17.0,Patrick Ricard
448,Buddy,Howell,2020,HOU,RB,24.0,8.0,Buddy Howell
449,Jaylen,Samuels,2020,PIT,RB,24.0,16.0,Jaylen Samuels
450,Anthony,Sherman,2020,KAN,RB,32.0,8.0,Anthony Sherman
451,Keith,Smith,2020,ATL,RB,28.0,18.0,Keith Smith
454,Jonathan,Ward,2020,ARI,RB,23.0,8.0,Jonathan Ward
459,Marlon,Mack,2020,IND,RB,24.0,9.0,Marlon Mack
463,Theo,Riddick,2020,LVR,RB,29.0,11.0,Theo Riddick
466,Michael,Burton,2020,NOR,RB,28.0,9.0,Michael Burton
467,Trenton,Cannon,2020,CAR,RB,26.0,8.0,Trenton Cannon
470,Dontrell,Hilliard,2020,2TM,RB,25.0,6.0,Dontrell Hilliard
478,Khari,Blasingame,2020,TEN,RB,24.0,8.0,Khari Blasingame
488,Devine,Ozigbo,2020,JAX,RB,24.0,13.0,Devine Ozigbo
489,Elijhaa,Penny,2020,NYG,RB,27.0,6.0,Elijhaa Penny
494,Alex,Armah,2020,CAR,RB,26.0,8.0,Alex Armah
503,Rashaad,Penny,2020,SEA,RB,24.0,3.0,Rashaad Penny
505,Bo,Scarbrough,2020,SEA,RB,26.0,3.0,Bo Scarbrough
507,Austin,Walter,2020,SFO,RB,24.0,4.0,Austin Walter
508,LeVante,Bellamy,2020,DEN,RB,24.0,3.0,LeVante Bellamy
513,Rico,Dowdle,2020,DAL,RB,22.0,2.0,Rico Dowdle
517,Jason,Huntley,2020,PHI,RB,22.0,3.0,Jason Huntley
518,Andy,Janovich,2020,CLE,RB,27.0,4.0,Andy Janovich
525,Scottie,Phillips,2020,HOU,RB,23.0,3.0,Scottie Phillips
530,Dwayne,Washington,2020,NOR,RB,26.0,2.0,Dwayne Washington
532,Nick,Bellore,2020,SEA,RB,31.0,2.0,Nick Bellore
536,Chandler,Cox,2020,MIA,RB,24.0,3.0,Chandler Cox
540,D.J.,Foster,2020,ARI,RB,27.0,2.0,D.J. Foster
542,Cullen,Gillaspia,2020,HOU,RB,25.0,2.0,Cullen Gillaspia
547,Tony,Jones,2020,NOR,RB,23.0,1.0,Tony Jones
552,Lamar,Miller,2020,CHI,RB,29.0,3.0,Lamar Miller
553,Senorise,Perry,2020,TEN,RB,29.0,1.0,Senorise Perry
555,Craig,Reynolds,2020,JAX,RB,24.0,2.0,Craig Reynolds
560,Dexter,Williams,2020,GNB,RB,23.0,1.0,Dexter Williams
561,Jonathan,Williams,2020,DET,RB,26.0,5.0,Jonathan Williams
571,Tony,Brooks-James,2020,ATL,RB,26.0,,Tony Brooks-James
592,Bruce,Miller,2020,JAX,RB,33.0,,Bruce Miller
598,Qadree,Ollison,2020,ATL,RB,24.0,,Qadree Ollison
620,Adrian,Killins,2020,PHI,RB,22.0,0.0,Adrian Killins
0,Jonathan,Taylor,2021,IND,RB,22.0,373.0,Jonathan Taylor
4,Austin,Ekeler,2021,LAC,RB,26.0,344.0,Austin Ekeler
10,Joe,Mixon,2021,CIN,RB,25.0,288.0,Joe Mixon
13,Najee,Harris,2021,PIT,RB,23.0,301.0,Najee Harris
15,James,Conner,2021,ARI,RB,26.0,258.0,James Conner
21,Ezekiel,Elliott,2021,DAL,RB,26.0,252.0,Ezekiel Elliott
23,Nick,Chubb,2021,CLE,RB,26.0,215.0,Nick Chubb
27,Damien,Harris,2021,NWE,RB,24.0,210.0,Damien Harris
31,Alvin,Kamara,2021,NOR,RB,26.0,235.0,Alvin Kamara
32,Antonio,Gibson,2021,WAS,RB,23.0,229.0,Antonio Gibson
33,Leonard,Fournette,2021,TAM,RB,26.0,256.0,Leonard Fournette
35,Cordarrelle,Patterson,2021,ATL,RB,30.0,235.0,Cordarrelle Patterson
41,Aaron,Jones,2021,GNB,RB,27.0,229.0,Aaron Jones
43,Derrick,Henry,2021,TEN,RB,27.0,193.0,Derrick Henry
45,Dalvin,Cook,2021,MIN,RB,26.0,206.0,Dalvin Cook
46,Josh,Jacobs,2021,LVR,RB,23.0,226.0,Josh Jacobs
53,Melvin,Gordon,2021,DEN,RB,28.0,195.0,Melvin Gordon
59,Javonte,Williams,2021,DEN,RB,21.0,205.0,Javonte Williams
65,Devin,Singletary,2021,BUF,RB,24.0,198.0,Devin Singletary
